年度,職類別,行業別,受僱員工人數,總薪資,經常性薪資,非經常性薪資
2017,收銀員及售票員,人力供應業,272,35623,35535,88
2017,展售說明人員,人力供應業,741,22095,20322,1773
2017,電話及網路行銷人員,人力供應業,2032,38722,34526,4196
2017,加油站服務員,人力供應業,3288,33467,33072,395
2017,兒童照顧人員(含保母),人力供應業,… ,… ,… ,… 
2017,健康照顧人員(含看護_月子照護),人力供應業,1781,33661,29970,3691
2017,建築物管理員_保全及警衛人員,人力供應業,120,41987,39591,2396
2017,救生員,人力供應業,… ,… ,… ,… 
2017,技藝_機械設備操作及組裝人員,人力供應業,36033,34552,31223,3329
2017,園藝及農牧業生產人員,人力供應業,… ,… ,… ,… 
2017,管道裝設人員(含檢修),人力供應業,… ,… ,… ,… 
2017,空調及冷凍機械裝修人員,人力供應業,… ,… ,… ,… 
2017,焊接及切割人員(含電焊工_氣焊工),人力供應業,— ,— ,— ,— 
2017,車輛維修人員(含自行車_機車_汽車_火車),人力供應業,… ,… ,… ,… 
2017,產業用機器維修人員,人力供應業,… ,… ,… ,… 
2017,美編及印刷前置人員,人力供應業,— ,— ,— ,— 
2017,印刷人員,人力供應業,— ,— ,— ,— 
2017,裝訂及有關工作人員,人力供應業,— ,— ,— ,— 
2017,建築物電力系統裝修人員(含水電工),人力供應業,181,45523,45440,83
2017,電力機械裝修人員,人力供應業,3302,41579,36037,5542
2017,資(通)訊設備裝修人員,人力供應業,1846,48601,46126,2475
2017,電子設備裝配維修人員（不含資通訊設備）,人力供應業,5210,29159,24472,4687
2017,製鞋及有關工作人員,人力供應業,… ,… ,… ,… 
2017,消毒及除蟲有關工作人員,人力供應業,— ,— ,— ,— 
2017,藥品及化粧品機械操作人員,人力供應業,… ,… ,… ,… 
2017,印刷電路板製造工,人力供應業,… ,… ,… ,… 
2017,化學產品機械操作員(不含藥品_化妝品及照相產品),人力供應業,1265,50655,46200,4455
2017,包裝機械操作人員,人力供應業,— ,— ,— ,— 
2017,組裝(現場)人員,人力供應業,20055,31004,28678,2326
2017,機車送件駕駛人員,人力供應業,— ,— ,— ,— 
2017,小客_貨車駕駛人員,人力供應業,1330,38865,35295,3570
2017,大客_貨車駕駛人員,人力供應業,1814,47268,39343,7925
2017,推土_吊車_起重機等移運設備操作人員,人力供應業,… ,… ,… ,… 
2017,基層技術工及勞力工,人力供應業,19228,28585,26719,1866
2017,清潔及家事工作人員(含建築清潔工),人力供應業,2988,28208,27721,487
2017,勞力工,人力供應業,11453,29310,27237,2073
2017,理貨員,人力供應業,3901,26370,23634,2736
2017,廚房幫工(含速食烹調),人力供應業,525,26953,26953,— 
2017,抄表員及自動販賣機收款員,人力供應業,… ,… ,… ,… 
2017,旅行及相關代訂服務業,旅行及相關代訂服務業,28855,40923,38608,2315
2017,主管及監督人員,旅行及相關代訂服務業,4738,61638,60187,1451
2017,高階主管(總經理及總執行長),旅行及相關代訂服務業,141,151687,151311,376
2017,中階主管(經理),旅行及相關代訂服務業,918,75803,74662,1141
2017,監督人員(含現場及辦公室主任_科/股長),旅行及相關代訂服務業,3679,54653,53083,1570
2017,專業人員,旅行及相關代訂服務業,312,42734,42299,435
2017,數學_精算及統計專業人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,品管工程師,旅行及相關代訂服務業,— ,— ,— ,— 
2017,環境工程師,旅行及相關代訂服務業,— ,— ,— ,— 
2017,化工工程師,旅行及相關代訂服務業,— ,— ,— ,— 
2017,電機工程師,旅行及相關代訂服務業,— ,— ,— ,— 
2017,電子工程師,旅行及相關代訂服務業,— ,— ,— ,— 
2017,測量師及製圖師,旅行及相關代訂服務業,— ,— ,— ,— 
2017,平面及多媒體設計師,旅行及相關代訂服務業,61,39663,39663,— 
2017,護理人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,勞安及衛生管理人員(含工業安全管理師),旅行及相關代訂服務業,— ,— ,— ,— 
2017,補教業教師,旅行及相關代訂服務業,— ,— ,— ,— 
2017,財務_經濟及投資分析研究人員,旅行及相關代訂服務業,… ,… ,… ,… 
2017,專案管理師(含經營管理顧問),旅行及相關代訂服務業,… ,… ,… ,… 
2017,稽核人員,旅行及相關代訂服務業,… ,… ,… ,… 
2017,人力資源管理師,旅行及相關代訂服務業,… ,… ,… ,… 
2017,廣告及行銷專業人員(含企劃),旅行及相關代訂服務業,164,39656,38852,804
2017,資訊系統分析及設計師,旅行及相關代訂服務業,16,52732,52732,— 
2017,軟體開發及程式設計師,旅行及相關代訂服務業,… ,… ,… ,… 
2017,資料庫及網路專業人員,旅行及相關代訂服務業,52,49741,49668,73
2017,律師及相關專業人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,社工_心理專業人員(含諮商人員),旅行及相關代訂服務業,— ,— ,— ,— 
2017,編輯_作家及有關撰稿人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,翻譯人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,技術員及助理專業人員,旅行及相關代訂服務業,3315,46803,38271,8532
2017,營建工程技術員(含建築_土木_景觀_測量_水利),旅行及相關代訂服務業,— ,— ,— ,— 
2017,電機技術員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,電子技術員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,機械技術員(含造船_輪機_鑄造),旅行及相關代訂服務業,— ,— ,— ,— 
2017,化工技術員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,環境工程技術員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,農業技術及農業推廣人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,醫療設備控制技術員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,醫學及病理檢驗人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,勞安及衛生技術員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,信用及貸款人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,會計人員,旅行及相關代訂服務業,… ,… ,… ,… 
2017,工商業銷售代表(含業務員),旅行及相關代訂服務業,3177,46992,38122,8870
2017,採購員,旅行及相關代訂服務業,… ,… ,… ,… 
2017,報關員(含報驗_船務人員),旅行及相關代訂服務業,— ,— ,— ,— 
2017,會議及活動規劃人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,職業介紹人及承包人,旅行及相關代訂服務業,— ,— ,— ,— 
2017,不動產經紀人,旅行及相關代訂服務業,— ,— ,— ,— 
2017,專業秘書,旅行及相關代訂服務業,20,48293,47906,387
2017,法務人員,旅行及相關代訂服務業,45,41956,41956,— 
2017,運動_健身及休閒娛樂指導員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,攝影師_攝影記者,旅行及相關代訂服務業,— ,— ,— ,— 
2017,資訊管理及維護技術員,旅行及相關代訂服務業,68,40853,39438,1415
2017,廣播及視聽技術員(含放映員),旅行及相關代訂服務業,— ,— ,— ,— 
2017,電信技術員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,事務支援人員,旅行及相關代訂服務業,18329,35257,33576,1681
2017,總務,旅行及相關代訂服務業,432,35456,32507,2949
2017,一般辦公室事務人員(含文書),旅行及相關代訂服務業,2887,31347,31251,96
2017,資料輸入人員,旅行及相關代訂服務業,178,29602,28772,830
2017,收帳_收費人員(含帳款催收),旅行及相關代訂服務業,362,31772,31148,624
2017,旅遊諮詢人員(含旅行社事務人員),旅行及相關代訂服務業,12048,35950,33706,2244
2017,接待員及服務台事務人員,旅行及相關代訂服務業,164,33121,32363,758
2017,總機人員,旅行及相關代訂服務業,92,34100,33763,337
2017,電話及網路客服人員,旅行及相關代訂服務業,185,37492,37335,157
2017,統計調查訪談人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,會計助理_簿記_出納,旅行及相關代訂服務業,1894,37703,36977,726
2017,存貨事務人員,旅行及相關代訂服務業,… ,… ,… ,… 
2017,生產及物料規劃事務人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,人事事務人員,旅行及相關代訂服務業,85,41647,38305,3342
2017,教務人員(含班導師_輔導員),旅行及相關代訂服務業,— ,— ,— ,— 
2017,其他事務支援人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,服務及銷售工作人員,旅行及相關代訂服務業,2142,34313,33983,330
2017,導遊_領隊及解說員,旅行及相關代訂服務業,1878,34857,34496,361
2017,廚師,旅行及相關代訂服務業,— ,— ,— ,— 
2017,美髮_美容及造型設計人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,殯葬服務人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,按摩師,旅行及相關代訂服務業,… ,… ,… ,… 
2017,商店銷售人員(含百貨公司樓管人員),旅行及相關代訂服務業,— ,— ,— ,— 
2017,收銀員及售票員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,展售說明人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,電話及網路行銷人員,旅行及相關代訂服務業,… ,… ,… ,… 
2017,加油站服務員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,兒童照顧人員(含保母),旅行及相關代訂服務業,— ,— ,— ,— 
2017,健康照顧人員(含看護_月子照護),旅行及相關代訂服務業,— ,— ,— ,— 
2017,建築物管理員_保全及警衛人員,旅行及相關代訂服務業,… ,… ,… ,… 
2017,救生員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,技藝_機械設備操作及組裝人員,旅行及相關代訂服務業,… ,… ,… ,… 
2017,園藝及農牧業生產人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,管道裝設人員(含檢修),旅行及相關代訂服務業,— ,— ,— ,— 
2017,空調及冷凍機械裝修人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,焊接及切割人員(含電焊工_氣焊工),旅行及相關代訂服務業,— ,— ,— ,— 
2017,車輛維修人員(含自行車_機車_汽車_火車),旅行及相關代訂服務業,— ,— ,— ,— 
2017,產業用機器維修人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,美編及印刷前置人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,印刷人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,裝訂及有關工作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,建築物電力系統裝修人員(含水電工),旅行及相關代訂服務業,— ,— ,— ,— 
2017,電力機械裝修人員,旅行及相關代訂服務業,… ,… ,… ,… 
2017,資(通)訊設備裝修人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,電子設備裝配維修人員（不含資通訊設備）,旅行及相關代訂服務業,— ,— ,— ,— 
2017,製鞋及有關工作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,消毒及除蟲有關工作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,藥品及化粧品機械操作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,印刷電路板製造工,旅行及相關代訂服務業,— ,— ,— ,— 
2017,化學產品機械操作員(不含藥品_化妝品及照相產品),旅行及相關代訂服務業,— ,— ,— ,— 
2017,包裝機械操作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,組裝(現場)人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,機車送件駕駛人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,小客_貨車駕駛人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,大客_貨車駕駛人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,推土_吊車_起重機等移運設備操作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,基層技術工及勞力工,旅行及相關代訂服務業,— ,— ,— ,— 
2017,清潔及家事工作人員(含建築清潔工),旅行及相關代訂服務業,— ,— ,— ,— 
2017,勞力工,旅行及相關代訂服務業,— ,— ,— ,— 
2017,理貨員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,廚房幫工(含速食烹調),旅行及相關代訂服務業,— ,— ,— ,— 
2017,抄表員及自動販賣機收款員,旅行及相關代訂服務業,— ,— ,— ,— 
2017,保全及私家偵探服務業,保全及私家偵探服務業,94228,32507,29673,2834
2017,主管及監督人員,保全及私家偵探服務業,8812,54960,51655,3305
2017,高階主管(總經理及總執行長),保全及私家偵探服務業,571,126921,108774,18147
2017,中階主管(經理),保全及私家偵探服務業,2060,67060,61759,5301
2017,監督人員(含現場及辦公室主任_科/股長),保全及私家偵探服務業,6181,44280,43011,1269
2017,專業人員,保全及私家偵探服務業,317,42821,40376,2445
2017,數學_精算及統計專業人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,品管工程師,保全及私家偵探服務業,— ,— ,— ,— 
2017,環境工程師,保全及私家偵探服務業,— ,— ,— ,— 
2017,化工工程師,保全及私家偵探服務業,— ,— ,— ,— 
2017,電機工程師,保全及私家偵探服務業,… ,… ,… ,… 
2017,電子工程師,保全及私家偵探服務業,127,46325,43726,2599
2017,測量師及製圖師,保全及私家偵探服務業,— ,— ,— ,— 
2017,平面及多媒體設計師,保全及私家偵探服務業,6,38406,37872,534
2017,護理人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,勞安及衛生管理人員(含工業安全管理師),保全及私家偵探服務業,— ,— ,— ,— 
2017,補教業教師,保全及私家偵探服務業,— ,— ,— ,— 
2017,財務_經濟及投資分析研究人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,專案管理師(含經營管理顧問),保全及私家偵探服務業,… ,… ,… ,… 
2017,稽核人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,人力資源管理師,保全及私家偵探服務業,13,46481,46481,— 
2017,廣告及行銷專業人員(含企劃),保全及私家偵探服務業,126,39437,35930,3507
2017,資訊系統分析及設計師,保全及私家偵探服務業,— ,— ,— ,— 
2017,軟體開發及程式設計師,保全及私家偵探服務業,… ,… ,… ,… 
2017,資料庫及網路專業人員,保全及私家偵探服務業,… ,… ,… ,… 
2017,律師及相關專業人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,社工_心理專業人員(含諮商人員),保全及私家偵探服務業,— ,— ,— ,— 
2017,編輯_作家及有關撰稿人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,翻譯人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,技術員及助理專業人員,保全及私家偵探服務業,3055,36189,32160,4029
2017,營建工程技術員(含建築_土木_景觀_測量_水利),保全及私家偵探服務業,— ,— ,— ,— 
2017,電機技術員,保全及私家偵探服務業,… ,… ,… ,… 
2017,電子技術員,保全及私家偵探服務業,23,37628,33793,3835
2017,機械技術員(含造船_輪機_鑄造),保全及私家偵探服務業,— ,— ,— ,— 
2017,化工技術員,保全及私家偵探服務業,— ,— ,— ,— 
2017,環境工程技術員,保全及私家偵探服務業,— ,— ,— ,— 
2017,農業技術及農業推廣人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,醫療設備控制技術員,保全及私家偵探服務業,— ,— ,— ,— 
2017,醫學及病理檢驗人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,勞安及衛生技術員,保全及私家偵探服務業,— ,— ,— ,— 
2017,信用及貸款人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,會計人員,保全及私家偵探服務業,71,45332,45332,— 
2017,工商業銷售代表(含業務員),保全及私家偵探服務業,2663,35359,30886,4473
2017,採購員,保全及私家偵探服務業,— ,— ,— ,— 
2017,報關員(含報驗_船務人員),保全及私家偵探服務業,— ,— ,— ,— 
2017,會議及活動規劃人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,職業介紹人及承包人,保全及私家偵探服務業,— ,— ,— ,— 
2017,不動產經紀人,保全及私家偵探服務業,— ,— ,— ,— 
2017,專業秘書,保全及私家偵探服務業,33,46988,46709,279
2017,法務人員,保全及私家偵探服務業,37,45274,44327,947
2017,運動_健身及休閒娛樂指導員,保全及私家偵探服務業,— ,— ,— ,— 
2017,攝影師_攝影記者,保全及私家偵探服務業,— ,— ,— ,— 
2017,資訊管理及維護技術員,保全及私家偵探服務業,95,44636,41850,2786
2017,廣播及視聽技術員(含放映員),保全及私家偵探服務業,— ,— ,— ,— 
2017,電信技術員,保全及私家偵探服務業,— ,— ,— ,— 
2017,事務支援人員,保全及私家偵探服務業,3939,34065,31242,2823
2017,總務,保全及私家偵探服務業,190,32096,31560,536
2017,一般辦公室事務人員(含文書),保全及私家偵探服務業,2530,34871,31521,3350
2017,資料輸入人員,保全及私家偵探服務業,34,27160,27160,— 
2017,收帳_收費人員(含帳款催收),保全及私家偵探服務業,189,30184,28868,1316
2017,旅遊諮詢人員(含旅行社事務人員),保全及私家偵探服務業,— ,— ,— ,— 
2017,接待員及服務台事務人員,保全及私家偵探服務業,56,28347,27469,878
2017,總機人員,保全及私家偵探服務業,143,34375,26830,7545
2017,電話及網路客服人員,保全及私家偵探服務業,… ,… ,… ,… 
2017,統計調查訪談人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,會計助理_簿記_出納,保全及私家偵探服務業,427,33456,32722,734
2017,存貨事務人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,生產及物料規劃事務人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,人事事務人員,保全及私家偵探服務業,343,33301,31251,2050
2017,教務人員(含班導師_輔導員),保全及私家偵探服務業,— ,— ,— ,— 
2017,其他事務支援人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,服務及銷售工作人員,保全及私家偵探服務業,77550,29748,26997,2751
2017,導遊_領隊及解說員,保全及私家偵探服務業,— ,— ,— ,— 
2017,廚師,保全及私家偵探服務業,— ,— ,— ,— 
2017,美髮_美容及造型設計人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,殯葬服務人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,按摩師,保全及私家偵探服務業,— ,— ,— ,— 
2017,商店銷售人員(含百貨公司樓管人員),保全及私家偵探服務業,— ,— ,— ,— 
2017,收銀員及售票員,保全及私家偵探服務業,— ,— ,— ,— 
2017,展售說明人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,電話及網路行銷人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,加油站服務員,保全及私家偵探服務業,— ,— ,— ,— 
2017,兒童照顧人員(含保母),保全及私家偵探服務業,— ,— ,— ,— 
2017,健康照顧人員(含看護_月子照護),保全及私家偵探服務業,— ,— ,— ,— 
2017,建築物管理員_保全及警衛人員,保全及私家偵探服務業,77550,29748,26997,2751
2017,救生員,保全及私家偵探服務業,— ,— ,— ,— 
2017,技藝_機械設備操作及組裝人員,保全及私家偵探服務業,201,30080,28133,1947
2017,園藝及農牧業生產人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,管道裝設人員(含檢修),保全及私家偵探服務業,— ,— ,— ,— 
2017,空調及冷凍機械裝修人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,焊接及切割人員(含電焊工_氣焊工),保全及私家偵探服務業,— ,— ,— ,— 
2017,車輛維修人員(含自行車_機車_汽車_火車),保全及私家偵探服務業,— ,— ,— ,— 
2017,產業用機器維修人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,美編及印刷前置人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,印刷人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,裝訂及有關工作人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,建築物電力系統裝修人員(含水電工),保全及私家偵探服務業,… ,… ,… ,… 
2017,電力機械裝修人員,保全及私家偵探服務業,… ,… ,… ,… 
2017,資(通)訊設備裝修人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,電子設備裝配維修人員（不含資通訊設備）,保全及私家偵探服務業,… ,… ,… ,… 
2017,製鞋及有關工作人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,消毒及除蟲有關工作人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,藥品及化粧品機械操作人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,印刷電路板製造工,保全及私家偵探服務業,— ,— ,— ,— 
2017,化學產品機械操作員(不含藥品_化妝品及照相產品),保全及私家偵探服務業,— ,— ,— ,— 
2017,包裝機械操作人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,組裝(現場)人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,機車送件駕駛人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,小客_貨車駕駛人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,大客_貨車駕駛人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,推土_吊車_起重機等移運設備操作人員,保全及私家偵探服務業,— ,— ,— ,— 
2017,基層技術工及勞力工,保全及私家偵探服務業,354,21260,21260,— 
2017,清潔及家事工作人員(含建築清潔工),保全及私家偵探服務業,354,21260,21260,— 
2017,勞力工,保全及私家偵探服務業,— ,— ,— ,— 
2017,理貨員,保全及私家偵探服務業,— ,— ,— ,— 
2017,廚房幫工(含速食烹調),保全及私家偵探服務業,— ,— ,— ,— 
2017,抄表員及自動販賣機收款員,保全及私家偵探服務業,— ,— ,— ,— 
2017,建築物及綠化服務業,建築物及綠化服務業,59569,30677,29423,1254
2017,主管及監督人員,建築物及綠化服務業,6149,53667,51485,2182
2017,高階主管(總經理及總執行長),建築物及綠化服務業,204,124678,123269,1409
2017,中階主管(經理),建築物及綠化服務業,826,75782,72929,2853
2017,監督人員(含現場及辦公室主任_科/股長),建築物及綠化服務業,5119,47269,45165,2104
2017,專業人員,建築物及綠化服務業,88,58674,58103,571
2017,數學_精算及統計專業人員,建築物及綠化服務業,— ,— ,— ,— 
2017,品管工程師,建築物及綠化服務業,— ,— ,— ,— 
2017,環境工程師,建築物及綠化服務業,… ,… ,… ,… 
2017,化工工程師,建築物及綠化服務業,— ,— ,— ,— 
2017,電機工程師,建築物及綠化服務業,— ,— ,— ,— 
2017,電子工程師,建築物及綠化服務業,— ,— ,— ,— 
2017,測量師及製圖師,建築物及綠化服務業,— ,— ,— ,— 
2017,平面及多媒體設計師,建築物及綠化服務業,— ,— ,— ,— 
2017,護理人員,建築物及綠化服務業,— ,— ,— ,— 
2017,勞安及衛生管理人員(含工業安全管理師),建築物及綠化服務業,— ,— ,— ,— 
2017,補教業教師,建築物及綠化服務業,— ,— ,— ,— 
2017,財務_經濟及投資分析研究人員,建築物及綠化服務業,— ,— ,— ,— 
2017,專案管理師(含經營管理顧問),建築物及綠化服務業,… ,… ,… ,… 
2017,稽核人員,建築物及綠化服務業,— ,— ,— ,— 
2017,人力資源管理師,建築物及綠化服務業,25,48764,47859,905
2017,廣告及行銷專業人員(含企劃),建築物及綠化服務業,… ,… ,… ,… 
2017,資訊系統分析及設計師,建築物及綠化服務業,— ,— ,— ,— 
2017,軟體開發及程式設計師,建築物及綠化服務業,… ,… ,… ,… 
2017,資料庫及網路專業人員,建築物及綠化服務業,… ,… ,… ,… 
2017,律師及相關專業人員,建築物及綠化服務業,— ,— ,— ,— 
2017,社工_心理專業人員(含諮商人員),建築物及綠化服務業,— ,— ,— ,— 
2017,編輯_作家及有關撰稿人員,建築物及綠化服務業,— ,— ,— ,— 
2017,翻譯人員,建築物及綠化服務業,— ,— ,— ,— 
2017,技術員及助理專業人員,建築物及綠化服務業,1726,39085,37355,1730
2017,營建工程技術員(含建築_土木_景觀_測量_水利),建築物及綠化服務業,— ,— ,— ,— 
2017,電機技術員,建築物及綠化服務業,580,42043,37079,4964
2017,電子技術員,建築物及綠化服務業,— ,— ,— ,— 
2017,機械技術員(含造船_輪機_鑄造),建築物及綠化服務業,— ,— ,— ,— 
2017,化工技術員,建築物及綠化服務業,— ,— ,— ,— 
2017,環境工程技術員,建築物及綠化服務業,832,37173,37173,— 
2017,農業技術及農業推廣人員,建築物及綠化服務業,— ,— ,— ,— 
2017,醫療設備控制技術員,建築物及綠化服務業,— ,— ,— ,— 
2017,醫學及病理檢驗人員,建築物及綠化服務業,— ,— ,— ,— 
2017,勞安及衛生技術員,建築物及綠化服務業,… ,… ,… ,… 
2017,信用及貸款人員,建築物及綠化服務業,— ,— ,— ,— 
2017,會計人員,建築物及綠化服務業,17,52333,51576,757
2017,工商業銷售代表(含業務員),建築物及綠化服務業,92,44910,43893,1017
2017,採購員,建築物及綠化服務業,… ,… ,… ,… 
2017,報關員(含報驗_船務人員),建築物及綠化服務業,— ,— ,— ,— 
2017,會議及活動規劃人員,建築物及綠化服務業,— ,— ,— ,— 
2017,職業介紹人及承包人,建築物及綠化服務業,— ,— ,— ,— 
2017,不動產經紀人,建築物及綠化服務業,35,27432,27432,— 
2017,專業秘書,建築物及綠化服務業,… ,… ,… ,… 
2017,法務人員,建築物及綠化服務業,… ,… ,… ,… 
2017,運動_健身及休閒娛樂指導員,建築物及綠化服務業,— ,— ,— ,— 
2017,攝影師_攝影記者,建築物及綠化服務業,— ,— ,— ,— 
2017,資訊管理及維護技術員,建築物及綠化服務業,35,38308,38308,— 
2017,廣播及視聽技術員(含放映員),建築物及綠化服務業,— ,— ,— ,— 
2017,電信技術員,建築物及綠化服務業,— ,— ,— ,— 
2017,事務支援人員,建築物及綠化服務業,3788,32525,30982,1543
2017,總務,建築物及綠化服務業,241,33156,32804,352
2017,一般辦公室事務人員(含文書),建築物及綠化服務業,1721,31989,30110,1879
2017,資料輸入人員,建築物及綠化服務業,102,29379,29379,— 
2017,收帳_收費人員(含帳款催收),建築物及綠化服務業,32,27843,26494,1349
2017,旅遊諮詢人員(含旅行社事務人員),建築物及綠化服務業,— ,— ,— ,— 
2017,接待員及服務台事務人員,建築物及綠化服務業,540,32668,30567,2101
2017,總機人員,建築物及綠化服務業,16,30144,30144,— 
2017,電話及網路客服人員,建築物及綠化服務業,… ,… ,… ,… 
2017,統計調查訪談人員,建築物及綠化服務業,— ,— ,— ,— 
2017,會計助理_簿記_出納,建築物及綠化服務業,878,34164,32746,1418
2017,存貨事務人員,建築物及綠化服務業,19,36144,35355,789
2017,生產及物料規劃事務人員,建築物及綠化服務業,— ,— ,— ,— 
2017,人事事務人員,建築物及綠化服務業,198,32596,32152,444
2017,教務人員(含班導師_輔導員),建築物及綠化服務業,— ,— ,— ,— 
2017,其他事務支援人員,建築物及綠化服務業,— ,— ,— ,— 
2017,服務及銷售工作人員,建築物及綠化服務業,3858,30225,29733,492
2017,導遊_領隊及解說員,建築物及綠化服務業,— ,— ,— ,— 
2017,廚師,建築物及綠化服務業,— ,— ,— ,— 
2017,美髮_美容及造型設計人員,建築物及綠化服務業,— ,— ,— ,— 
2017,殯葬服務人員,建築物及綠化服務業,— ,— ,— ,— 
2017,按摩師,建築物及綠化服務業,— ,— ,— ,— 
2017,商店銷售人員(含百貨公司樓管人員),建築物及綠化服務業,— ,— ,— ,— 
2017,收銀員及售票員,建築物及綠化服務業,— ,— ,— ,— 
2017,展售說明人員,建築物及綠化服務業,— ,— ,— ,— 
2017,電話及網路行銷人員,建築物及綠化服務業,— ,— ,— ,— 
2017,加油站服務員,建築物及綠化服務業,— ,— ,— ,— 
2017,兒童照顧人員(含保母),建築物及綠化服務業,— ,— ,— ,— 
2017,健康照顧人員(含看護_月子照護),建築物及綠化服務業,— ,— ,— ,— 
2017,建築物管理員_保全及警衛人員,建築物及綠化服務業,3858,30225,29733,492
2017,救生員,建築物及綠化服務業,— ,— ,— ,— 
2017,技藝_機械設備操作及組裝人員,建築物及綠化服務業,1537,38125,31152,6973
2017,園藝及農牧業生產人員,建築物及綠化服務業,… ,… ,… ,… 
2017,管道裝設人員(含檢修),建築物及綠化服務業,— ,— ,— ,— 
2017,空調及冷凍機械裝修人員,建築物及綠化服務業,— ,— ,— ,— 
2017,焊接及切割人員(含電焊工_氣焊工),建築物及綠化服務業,… ,… ,… ,… 
2017,車輛維修人員(含自行車_機車_汽車_火車),建築物及綠化服務業,— ,— ,— ,— 
2017,產業用機器維修人員,建築物及綠化服務業,77,34787,33609,1178
2017,美編及印刷前置人員,建築物及綠化服務業,— ,— ,— ,— 
2017,印刷人員,建築物及綠化服務業,— ,— ,— ,— 
2017,裝訂及有關工作人員,建築物及綠化服務業,— ,— ,— ,— 
