年度,職類別,行業別,受僱員工人數,總薪資,經常性薪資,非經常性薪資
2017,按摩師,支援服務業各業,… ,… ,… ,… 
2017,商店銷售人員(含百貨公司樓管人員),支援服務業各業,7404,40188,36988,3200
2017,收銀員及售票員,支援服務業各業,712,26963,26747,216
2017,展售說明人員,支援服務業各業,2169,26603,25147,1456
2017,電話及網路行銷人員,支援服務業各業,3964,35983,33763,2220
2017,加油站服務員,支援服務業各業,3288,33467,33072,395
2017,兒童照顧人員(含保母),支援服務業各業,104,28372,24560,3812
2017,健康照顧人員(含看護_月子照護),支援服務業各業,1781,33661,29970,3691
2017,建築物管理員_保全及警衛人員,支援服務業各業,81533,29789,27145,2644
2017,救生員,支援服務業各業,… ,… ,… ,… 
2017,技藝_機械設備操作及組裝人員,支援服務業各業,41498,34196,30849,3347
2017,園藝及農牧業生產人員,支援服務業各業,65,31017,28435,2582
2017,管道裝設人員(含檢修),支援服務業各業,… ,… ,… ,… 
2017,空調及冷凍機械裝修人員,支援服務業各業,… ,… ,… ,… 
2017,焊接及切割人員(含電焊工_氣焊工),支援服務業各業,… ,… ,… ,… 
2017,車輛維修人員(含自行車_機車_汽車_火車),支援服務業各業,128,31169,30970,199
2017,產業用機器維修人員,支援服務業各業,79,34521,33373,1148
2017,美編及印刷前置人員,支援服務業各業,… ,… ,… ,… 
2017,印刷人員,支援服務業各業,761,30276,29735,541
2017,裝訂及有關工作人員,支援服務業各業,… ,… ,… ,… 
2017,建築物電力系統裝修人員(含水電工),支援服務業各業,359,40169,39825,344
2017,電力機械裝修人員,支援服務業各業,3825,40680,35147,5533
2017,資(通)訊設備裝修人員,支援服務業各業,1853,48507,46038,2469
2017,電子設備裝配維修人員（不含資通訊設備）,支援服務業各業,5757,28892,24377,4515
2017,製鞋及有關工作人員,支援服務業各業,… ,… ,… ,… 
2017,消毒及除蟲有關工作人員,支援服務業各業,270,32472,29478,2994
2017,藥品及化粧品機械操作人員,支援服務業各業,… ,… ,… ,… 
2017,印刷電路板製造工,支援服務業各業,… ,… ,… ,… 
2017,化學產品機械操作員(不含藥品_化妝品及照相產品),支援服務業各業,1265,50655,46200,4455
2017,包裝機械操作人員,支援服務業各業,… ,… ,… ,… 
2017,組裝(現場)人員,支援服務業各業,20512,31168,28658,2510
2017,機車送件駕駛人員,支援服務業各業,… ,… ,… ,… 
2017,小客_貨車駕駛人員,支援服務業各業,1924,36611,31955,4656
2017,大客_貨車駕駛人員,支援服務業各業,2054,46666,38752,7914
2017,推土_吊車_起重機等移運設備操作人員,支援服務業各業,289,36946,36273,673
2017,基層技術工及勞力工,支援服務業各業,63785,27103,25891,1212
2017,清潔及家事工作人員(含建築清潔工),支援服務業各業,41817,25805,25332,473
2017,勞力工,支援服務業各業,16916,30281,27592,2689
2017,理貨員,支援服務業各業,4160,26560,23670,2890
2017,廚房幫工(含速食烹調),支援服務業各業,531,26906,26906,— 
2017,抄表員及自動販賣機收款員,支援服務業各業,… ,… ,… ,… 
2017,租賃業,租賃業,14660,35170,33561,1609
2017,主管及監督人員,租賃業,3245,58767,56589,2178
2017,高階主管(總經理及總執行長),租賃業,109,115182,112461,2721
2017,中階主管(經理),租賃業,610,76599,73995,2604
2017,監督人員(含現場及辦公室主任_科/股長),租賃業,2526,52027,49975,2052
2017,專業人員,租賃業,304,43449,42511,938
2017,數學_精算及統計專業人員,租賃業,— ,— ,— ,— 
2017,品管工程師,租賃業,— ,— ,— ,— 
2017,環境工程師,租賃業,— ,— ,— ,— 
2017,化工工程師,租賃業,— ,— ,— ,— 
2017,電機工程師,租賃業,— ,— ,— ,— 
2017,電子工程師,租賃業,— ,— ,— ,— 
2017,測量師及製圖師,租賃業,— ,— ,— ,— 
2017,平面及多媒體設計師,租賃業,— ,— ,— ,— 
2017,護理人員,租賃業,— ,— ,— ,— 
2017,勞安及衛生管理人員(含工業安全管理師),租賃業,— ,— ,— ,— 
2017,補教業教師,租賃業,— ,— ,— ,— 
2017,財務_經濟及投資分析研究人員,租賃業,— ,— ,— ,— 
2017,專案管理師(含經營管理顧問),租賃業,— ,— ,— ,— 
2017,稽核人員,租賃業,— ,— ,— ,— 
2017,人力資源管理師,租賃業,… ,… ,… ,… 
2017,廣告及行銷專業人員(含企劃),租賃業,237,41088,40483,605
2017,資訊系統分析及設計師,租賃業,… ,… ,… ,… 
2017,軟體開發及程式設計師,租賃業,… ,… ,… ,… 
2017,資料庫及網路專業人員,租賃業,30,53004,48992,4012
2017,律師及相關專業人員,租賃業,— ,— ,— ,— 
2017,社工_心理專業人員(含諮商人員),租賃業,— ,— ,— ,— 
2017,編輯_作家及有關撰稿人員,租賃業,— ,— ,— ,— 
2017,翻譯人員,租賃業,— ,— ,— ,— 
2017,技術員及助理專業人員,租賃業,3449,29793,27888,1905
2017,營建工程技術員(含建築_土木_景觀_測量_水利),租賃業,— ,— ,— ,— 
2017,電機技術員,租賃業,— ,— ,— ,— 
2017,電子技術員,租賃業,71,30474,30474,— 
2017,機械技術員(含造船_輪機_鑄造),租賃業,… ,… ,… ,… 
2017,化工技術員,租賃業,— ,— ,— ,— 
2017,環境工程技術員,租賃業,— ,— ,— ,— 
2017,農業技術及農業推廣人員,租賃業,— ,— ,— ,— 
2017,醫療設備控制技術員,租賃業,… ,… ,… ,… 
2017,醫學及病理檢驗人員,租賃業,— ,— ,— ,— 
2017,勞安及衛生技術員,租賃業,— ,— ,— ,— 
2017,信用及貸款人員,租賃業,— ,— ,— ,— 
2017,會計人員,租賃業,151,36140,34483,1657
2017,工商業銷售代表(含業務員),租賃業,2540,29099,26689,2410
2017,採購員,租賃業,— ,— ,— ,— 
2017,報關員(含報驗_船務人員),租賃業,— ,— ,— ,— 
2017,會議及活動規劃人員,租賃業,— ,— ,— ,— 
2017,職業介紹人及承包人,租賃業,— ,— ,— ,— 
2017,不動產經紀人,租賃業,— ,— ,— ,— 
2017,專業秘書,租賃業,35,31620,31620,— 
2017,法務人員,租賃業,… ,… ,… ,… 
2017,運動_健身及休閒娛樂指導員,租賃業,… ,… ,… ,… 
2017,攝影師_攝影記者,租賃業,… ,… ,… ,… 
2017,資訊管理及維護技術員,租賃業,165,39359,38217,1142
2017,廣播及視聽技術員(含放映員),租賃業,… ,… ,… ,… 
2017,電信技術員,租賃業,— ,— ,— ,— 
2017,事務支援人員,租賃業,4524,28582,28126,456
2017,總務,租賃業,119,34195,31554,2641
2017,一般辦公室事務人員(含文書),租賃業,1950,28264,28004,260
2017,資料輸入人員,租賃業,— ,— ,— ,— 
2017,收帳_收費人員(含帳款催收),租賃業,97,30080,30080,— 
2017,旅遊諮詢人員(含旅行社事務人員),租賃業,— ,— ,— ,— 
2017,接待員及服務台事務人員,租賃業,1073,27042,26818,224
2017,總機人員,租賃業,45,23806,23806,— 
2017,電話及網路客服人員,租賃業,331,32035,30727,1308
2017,統計調查訪談人員,租賃業,— ,— ,— ,— 
2017,會計助理_簿記_出納,租賃業,858,29041,28385,656
2017,存貨事務人員,租賃業,… ,… ,… ,… 
2017,生產及物料規劃事務人員,租賃業,— ,— ,— ,— 
2017,人事事務人員,租賃業,33,31733,31626,107
2017,教務人員(含班導師_輔導員),租賃業,— ,— ,— ,— 
2017,其他事務支援人員,租賃業,— ,— ,— ,— 
2017,服務及銷售工作人員,租賃業,714,24450,23383,1067
2017,導遊_領隊及解說員,租賃業,— ,— ,— ,— 
2017,廚師,租賃業,— ,— ,— ,— 
2017,美髮_美容及造型設計人員,租賃業,… ,… ,… ,… 
2017,殯葬服務人員,租賃業,— ,— ,— ,— 
2017,按摩師,租賃業,— ,— ,— ,— 
2017,商店銷售人員(含百貨公司樓管人員),租賃業,— ,— ,— ,— 
2017,收銀員及售票員,租賃業,440,21610,21314,296
2017,展售說明人員,租賃業,213,31304,28337,2967
2017,電話及網路行銷人員,租賃業,— ,— ,— ,— 
2017,加油站服務員,租賃業,— ,— ,— ,— 
2017,兒童照顧人員(含保母),租賃業,— ,— ,— ,— 
2017,健康照顧人員(含看護_月子照護),租賃業,— ,— ,— ,— 
2017,建築物管理員_保全及警衛人員,租賃業,— ,— ,— ,— 
2017,救生員,租賃業,— ,— ,— ,— 
2017,技藝_機械設備操作及組裝人員,租賃業,1270,27971,23545,4426
2017,園藝及農牧業生產人員,租賃業,— ,— ,— ,— 
2017,管道裝設人員(含檢修),租賃業,— ,— ,— ,— 
2017,空調及冷凍機械裝修人員,租賃業,— ,— ,— ,— 
2017,焊接及切割人員(含電焊工_氣焊工),租賃業,— ,— ,— ,— 
2017,車輛維修人員(含自行車_機車_汽車_火車),租賃業,… ,… ,… ,… 
2017,產業用機器維修人員,租賃業,— ,— ,— ,— 
2017,美編及印刷前置人員,租賃業,— ,— ,— ,— 
2017,印刷人員,租賃業,— ,— ,— ,— 
2017,裝訂及有關工作人員,租賃業,— ,— ,— ,— 
2017,建築物電力系統裝修人員(含水電工),租賃業,— ,— ,— ,— 
2017,電力機械裝修人員,租賃業,… ,… ,… ,… 
2017,資(通)訊設備裝修人員,租賃業,— ,— ,— ,— 
2017,電子設備裝配維修人員（不含資通訊設備）,租賃業,481,25595,23093,2502
2017,製鞋及有關工作人員,租賃業,— ,— ,— ,— 
2017,消毒及除蟲有關工作人員,租賃業,— ,— ,— ,— 
2017,藥品及化粧品機械操作人員,租賃業,— ,— ,— ,— 
2017,印刷電路板製造工,租賃業,— ,— ,— ,— 
2017,化學產品機械操作員(不含藥品_化妝品及照相產品),租賃業,— ,— ,— ,— 
2017,包裝機械操作人員,租賃業,— ,— ,— ,— 
2017,組裝(現場)人員,租賃業,— ,— ,— ,— 
2017,機車送件駕駛人員,租賃業,— ,— ,— ,— 
2017,小客_貨車駕駛人員,租賃業,441,30436,21180,9256
2017,大客_貨車駕駛人員,租賃業,55,27976,25417,2559
2017,推土_吊車_起重機等移運設備操作人員,租賃業,… ,… ,… ,… 
2017,基層技術工及勞力工,租賃業,1154,23094,22034,1060
2017,清潔及家事工作人員(含建築清潔工),租賃業,— ,— ,— ,— 
2017,勞力工,租賃業,1148,23096,22030,1066
2017,理貨員,租賃業,— ,— ,— ,— 
2017,廚房幫工(含速食烹調),租賃業,… ,… ,… ,… 
2017,抄表員及自動販賣機收款員,租賃業,— ,— ,— ,— 
2017,人力仲介業,人力仲介業,22779,36198,34638,1560
2017,主管及監督人員,人力仲介業,1829,78333,75176,3157
2017,高階主管(總經理及總執行長),人力仲介業,132,206832,189794,17038
2017,中階主管(經理),人力仲介業,488,93585,89929,3656
2017,監督人員(含現場及辦公室主任_科/股長),人力仲介業,1209,58147,56707,1440
2017,專業人員,人力仲介業,3863,39937,37948,1989
2017,數學_精算及統計專業人員,人力仲介業,— ,— ,— ,— 
2017,品管工程師,人力仲介業,— ,— ,— ,— 
2017,環境工程師,人力仲介業,— ,— ,— ,— 
2017,化工工程師,人力仲介業,— ,— ,— ,— 
2017,電機工程師,人力仲介業,— ,— ,— ,— 
2017,電子工程師,人力仲介業,— ,— ,— ,— 
2017,測量師及製圖師,人力仲介業,— ,— ,— ,— 
2017,平面及多媒體設計師,人力仲介業,… ,… ,… ,… 
2017,護理人員,人力仲介業,… ,… ,… ,… 
2017,勞安及衛生管理人員(含工業安全管理師),人力仲介業,— ,— ,— ,— 
2017,補教業教師,人力仲介業,— ,— ,— ,— 
2017,財務_經濟及投資分析研究人員,人力仲介業,… ,… ,… ,… 
2017,專案管理師(含經營管理顧問),人力仲介業,68,73164,61705,11459
2017,稽核人員,人力仲介業,— ,— ,— ,— 
2017,人力資源管理師,人力仲介業,75,62622,51197,11425
2017,廣告及行銷專業人員(含企劃),人力仲介業,… ,… ,… ,… 
2017,資訊系統分析及設計師,人力仲介業,… ,… ,… ,… 
2017,軟體開發及程式設計師,人力仲介業,595,72550,68533,4017
2017,資料庫及網路專業人員,人力仲介業,36,68875,67671,1204
2017,律師及相關專業人員,人力仲介業,— ,— ,— ,— 
2017,社工_心理專業人員(含諮商人員),人力仲介業,— ,— ,— ,— 
2017,編輯_作家及有關撰稿人員,人力仲介業,— ,— ,— ,— 
2017,翻譯人員,人力仲介業,2810,29739,28581,1158
2017,技術員及助理專業人員,人力仲介業,5022,33742,33136,606
2017,營建工程技術員(含建築_土木_景觀_測量_水利),人力仲介業,— ,— ,— ,— 
2017,電機技術員,人力仲介業,— ,— ,— ,— 
2017,電子技術員,人力仲介業,— ,— ,— ,— 
2017,機械技術員(含造船_輪機_鑄造),人力仲介業,— ,— ,— ,— 
2017,化工技術員,人力仲介業,— ,— ,— ,— 
2017,環境工程技術員,人力仲介業,— ,— ,— ,— 
2017,農業技術及農業推廣人員,人力仲介業,— ,— ,— ,— 
2017,醫療設備控制技術員,人力仲介業,— ,— ,— ,— 
2017,醫學及病理檢驗人員,人力仲介業,— ,— ,— ,— 
2017,勞安及衛生技術員,人力仲介業,— ,— ,— ,— 
2017,信用及貸款人員,人力仲介業,— ,— ,— ,— 
2017,會計人員,人力仲介業,… ,… ,… ,… 
2017,工商業銷售代表(含業務員),人力仲介業,759,35618,35314,304
2017,採購員,人力仲介業,— ,— ,— ,— 
2017,報關員(含報驗_船務人員),人力仲介業,— ,— ,— ,— 
2017,會議及活動規劃人員,人力仲介業,— ,— ,— ,— 
2017,職業介紹人及承包人,人力仲介業,3937,32647,32005,642
2017,不動產經紀人,人力仲介業,— ,— ,— ,— 
2017,專業秘書,人力仲介業,166,43275,41737,1538
2017,法務人員,人力仲介業,— ,— ,— ,— 
2017,運動_健身及休閒娛樂指導員,人力仲介業,— ,— ,— ,— 
2017,攝影師_攝影記者,人力仲介業,— ,— ,— ,— 
2017,資訊管理及維護技術員,人力仲介業,49,43442,43442,— 
2017,廣播及視聽技術員(含放映員),人力仲介業,— ,— ,— ,— 
2017,電信技術員,人力仲介業,— ,— ,— ,— 
2017,事務支援人員,人力仲介業,11076,29679,28104,1575
2017,總務,人力仲介業,558,29440,29377,63
2017,一般辦公室事務人員(含文書),人力仲介業,6753,30479,28366,2113
2017,資料輸入人員,人力仲介業,589,21200,21004,196
2017,收帳_收費人員(含帳款催收),人力仲介業,— ,— ,— ,— 
2017,旅遊諮詢人員(含旅行社事務人員),人力仲介業,— ,— ,— ,— 
2017,接待員及服務台事務人員,人力仲介業,… ,… ,… ,… 
2017,總機人員,人力仲介業,144,24735,21956,2779
2017,電話及網路客服人員,人力仲介業,560,33198,31409,1789
2017,統計調查訪談人員,人力仲介業,— ,— ,— ,— 
2017,會計助理_簿記_出納,人力仲介業,1338,29256,28670,586
2017,存貨事務人員,人力仲介業,— ,— ,— ,— 
2017,生產及物料規劃事務人員,人力仲介業,— ,— ,— ,— 
2017,人事事務人員,人力仲介業,974,29698,28845,853
2017,教務人員(含班導師_輔導員),人力仲介業,— ,— ,— ,— 
2017,其他事務支援人員,人力仲介業,— ,— ,— ,— 
2017,服務及銷售工作人員,人力仲介業,845,28699,26998,1701
2017,導遊_領隊及解說員,人力仲介業,— ,— ,— ,— 
2017,廚師,人力仲介業,— ,— ,— ,— 
2017,美髮_美容及造型設計人員,人力仲介業,— ,— ,— ,— 
2017,殯葬服務人員,人力仲介業,— ,— ,— ,— 
2017,按摩師,人力仲介業,— ,— ,— ,— 
2017,商店銷售人員(含百貨公司樓管人員),人力仲介業,… ,… ,… ,… 
2017,收銀員及售票員,人力仲介業,— ,— ,— ,— 
2017,展售說明人員,人力仲介業,— ,— ,— ,— 
2017,電話及網路行銷人員,人力仲介業,447,31908,31505,403
2017,加油站服務員,人力仲介業,— ,— ,— ,— 
2017,兒童照顧人員(含保母),人力仲介業,… ,… ,… ,… 
2017,健康照顧人員(含看護_月子照護),人力仲介業,— ,— ,— ,— 
2017,建築物管理員_保全及警衛人員,人力仲介業,— ,— ,— ,— 
2017,救生員,人力仲介業,— ,— ,— ,— 
2017,技藝_機械設備操作及組裝人員,人力仲介業,… ,… ,… ,… 
2017,園藝及農牧業生產人員,人力仲介業,— ,— ,— ,— 
2017,管道裝設人員(含檢修),人力仲介業,— ,— ,— ,— 
2017,空調及冷凍機械裝修人員,人力仲介業,— ,— ,— ,— 
2017,焊接及切割人員(含電焊工_氣焊工),人力仲介業,— ,— ,— ,— 
2017,車輛維修人員(含自行車_機車_汽車_火車),人力仲介業,— ,— ,— ,— 
2017,產業用機器維修人員,人力仲介業,— ,— ,— ,— 
2017,美編及印刷前置人員,人力仲介業,— ,— ,— ,— 
2017,印刷人員,人力仲介業,— ,— ,— ,— 
2017,裝訂及有關工作人員,人力仲介業,— ,— ,— ,— 
2017,建築物電力系統裝修人員(含水電工),人力仲介業,— ,— ,— ,— 
2017,電力機械裝修人員,人力仲介業,— ,— ,— ,— 
2017,資(通)訊設備裝修人員,人力仲介業,— ,— ,— ,— 
2017,電子設備裝配維修人員（不含資通訊設備）,人力仲介業,— ,— ,— ,— 
2017,製鞋及有關工作人員,人力仲介業,— ,— ,— ,— 
2017,消毒及除蟲有關工作人員,人力仲介業,— ,— ,— ,— 
2017,藥品及化粧品機械操作人員,人力仲介業,— ,— ,— ,— 
2017,印刷電路板製造工,人力仲介業,— ,— ,— ,— 
2017,化學產品機械操作員(不含藥品_化妝品及照相產品),人力仲介業,— ,— ,— ,— 
2017,包裝機械操作人員,人力仲介業,— ,— ,— ,— 
2017,組裝(現場)人員,人力仲介業,— ,— ,— ,— 
2017,機車送件駕駛人員,人力仲介業,— ,— ,— ,— 
2017,小客_貨車駕駛人員,人力仲介業,… ,… ,… ,… 
2017,大客_貨車駕駛人員,人力仲介業,— ,— ,— ,— 
2017,推土_吊車_起重機等移運設備操作人員,人力仲介業,— ,— ,— ,— 
2017,基層技術工及勞力工,人力仲介業,… ,… ,… ,… 
2017,清潔及家事工作人員(含建築清潔工),人力仲介業,— ,— ,— ,— 
2017,勞力工,人力仲介業,— ,— ,— ,— 
2017,理貨員,人力仲介業,… ,… ,… ,… 
2017,廚房幫工(含速食烹調),人力仲介業,— ,— ,— ,— 
2017,抄表員及自動販賣機收款員,人力仲介業,— ,— ,— ,— 
2017,人力供應業,人力供應業,117007,36797,34205,2592
2017,主管及監督人員,人力供應業,3228,75282,72332,2950
2017,高階主管(總經理及總執行長),人力供應業,161,146143,145895,248
2017,中階主管(經理),人力供應業,833,95212,92012,3200
2017,監督人員(含現場及辦公室主任_科/股長),人力供應業,2234,62744,59692,3052
2017,專業人員,人力供應業,2205,56617,53600,3017
2017,數學_精算及統計專業人員,人力供應業,… ,… ,… ,… 
2017,品管工程師,人力供應業,443,69728,56052,13676
2017,環境工程師,人力供應業,186,57914,56973,941
2017,化工工程師,人力供應業,… ,… ,… ,… 
2017,電機工程師,人力供應業,190,58121,58003,118
2017,電子工程師,人力供應業,607,56469,56451,18
2017,測量師及製圖師,人力供應業,… ,… ,… ,… 
2017,平面及多媒體設計師,人力供應業,71,45480,45480,— 
2017,護理人員,人力供應業,… ,… ,… ,… 
2017,勞安及衛生管理人員(含工業安全管理師),人力供應業,30,49667,49667,— 
2017,補教業教師,人力供應業,… ,… ,… ,… 
2017,財務_經濟及投資分析研究人員,人力供應業,— ,— ,— ,— 
2017,專案管理師(含經營管理顧問),人力供應業,147,52624,52624,— 
2017,稽核人員,人力供應業,… ,… ,… ,… 
2017,人力資源管理師,人力供應業,9,46729,46729,— 
2017,廣告及行銷專業人員(含企劃),人力供應業,202,40504,40159,345
2017,資訊系統分析及設計師,人力供應業,68,55322,53639,1683
2017,軟體開發及程式設計師,人力供應業,60,52358,51236,1122
2017,資料庫及網路專業人員,人力供應業,39,51085,49491,1594
2017,律師及相關專業人員,人力供應業,… ,… ,… ,… 
2017,社工_心理專業人員(含諮商人員),人力供應業,… ,… ,… ,… 
2017,編輯_作家及有關撰稿人員,人力供應業,21,43194,42035,1159
2017,翻譯人員,人力供應業,11,35649,34705,944
2017,技術員及助理專業人員,人力供應業,6665,42318,39289,3029
2017,營建工程技術員(含建築_土木_景觀_測量_水利),人力供應業,… ,… ,… ,… 
2017,電機技術員,人力供應業,456,48759,47109,1650
2017,電子技術員,人力供應業,436,42725,39675,3050
2017,機械技術員(含造船_輪機_鑄造),人力供應業,52,36740,36696,44
2017,化工技術員,人力供應業,54,42118,42118,— 
2017,環境工程技術員,人力供應業,— ,— ,— ,— 
2017,農業技術及農業推廣人員,人力供應業,… ,… ,… ,… 
2017,醫療設備控制技術員,人力供應業,— ,— ,— ,— 
2017,醫學及病理檢驗人員,人力供應業,… ,… ,… ,… 
2017,勞安及衛生技術員,人力供應業,— ,— ,— ,— 
2017,信用及貸款人員,人力供應業,… ,… ,… ,… 
2017,會計人員,人力供應業,… ,… ,… ,… 
2017,工商業銷售代表(含業務員),人力供應業,2302,42695,35631,7064
2017,採購員,人力供應業,10,47003,45001,2002
2017,報關員(含報驗_船務人員),人力供應業,… ,… ,… ,… 
2017,會議及活動規劃人員,人力供應業,196,41148,39945,1203
2017,職業介紹人及承包人,人力供應業,— ,— ,— ,— 
2017,不動產經紀人,人力供應業,— ,— ,— ,— 
2017,專業秘書,人力供應業,105,60492,60133,359
2017,法務人員,人力供應業,12,34431,34415,16
2017,運動_健身及休閒娛樂指導員,人力供應業,— ,— ,— ,— 
2017,攝影師_攝影記者,人力供應業,— ,— ,— ,— 
2017,資訊管理及維護技術員,人力供應業,1833,42314,41763,551
2017,廣播及視聽技術員(含放映員),人力供應業,11,36931,36931,— 
2017,電信技術員,人力供應業,817,38490,38490,— 
2017,事務支援人員,人力供應業,33920,37651,35579,2072
2017,總務,人力供應業,552,29068,28161,907
2017,一般辦公室事務人員(含文書),人力供應業,16126,37375,35008,2367
2017,資料輸入人員,人力供應業,3181,30216,28910,1306
2017,收帳_收費人員(含帳款催收),人力供應業,308,32329,32329,— 
2017,旅遊諮詢人員(含旅行社事務人員),人力供應業,… ,… ,… ,… 
2017,接待員及服務台事務人員,人力供應業,2020,32365,31919,446
2017,總機人員,人力供應業,729,46582,38690,7892
2017,電話及網路客服人員,人力供應業,5522,42203,40986,1217
2017,統計調查訪談人員,人力供應業,189,37577,34466,3111
2017,會計助理_簿記_出納,人力供應業,966,41403,37416,3987
2017,存貨事務人員,人力供應業,58,29956,28949,1007
2017,生產及物料規劃事務人員,人力供應業,10,44916,44916,— 
2017,人事事務人員,人力供應業,4214,40135,37862,2273
2017,教務人員(含班導師_輔導員),人力供應業,… ,… ,… ,… 
2017,其他事務支援人員,人力供應業,… ,… ,… ,… 
2017,服務及銷售工作人員,人力供應業,15728,37121,34523,2598
2017,導遊_領隊及解說員,人力供應業,361,35544,35544,— 
2017,廚師,人力供應業,… ,… ,… ,… 
2017,美髮_美容及造型設計人員,人力供應業,— ,— ,— ,— 
2017,殯葬服務人員,人力供應業,… ,… ,… ,… 
2017,按摩師,人力供應業,— ,— ,— ,— 
2017,商店銷售人員(含百貨公司樓管人員),人力供應業,7099,40876,37660,3216
