年度,職類別,行業別,受僱員工人數,總薪資,經常性薪資,非經常性薪資
2014,餐飲服務人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,按摩師,旅行及相關代訂服務業,… ,… ,… ,… 
2014,商店銷售人員(含百貨公司樓管人員),旅行及相關代訂服務業,— ,— ,— ,— 
2014,收銀員及售票員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,展售說明人員,旅行及相關代訂服務業,222,52073,34087,17986
2014,電話及網路行銷人員,旅行及相關代訂服務業,… ,… ,… ,… 
2014,加油站服務員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,健康照顧人員(含看護),旅行及相關代訂服務業,— ,— ,— ,— 
2014,建築物管理員、保全及警衛人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,技藝、機械設備操作及組裝人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,園藝及農牧業生產人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,泥作工作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,管道裝設人員(含檢修),旅行及相關代訂服務業,— ,— ,— ,— 
2014,產業用機器維修人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,精密儀器製造及修理人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,印刷人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,建築物電力系統裝修人員(含水電工),旅行及相關代訂服務業,— ,— ,— ,— 
2014,電力機械裝修人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,資(通)訊設備裝修人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,電子設備裝修人員(不含資通訊設備),旅行及相關代訂服務業,— ,— ,— ,— 
2014,非食品飲料產品分級及檢查人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,消毒及除蟲有關工作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,水泥相關製品機械操作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,金屬製造設備操作員(含熔煉、鑄造、輾軋、熱處理、抽製及擠型等),旅行及相關代訂服務業,— ,— ,— ,— 
2014,金屬表面處理人員(含電鍍),旅行及相關代訂服務業,— ,— ,— ,— 
2014,印刷電路板製造工,旅行及相關代訂服務業,— ,— ,— ,— 
2014,半導體製品機械設備操作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,生產線上組裝(現場)人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,小客、貨車駕駛人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,大客、貨車駕駛人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,推土、吊車、起重機等移運設備操作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,基層技術工及勞力工,旅行及相關代訂服務業,… ,… ,… ,… 
2014,清潔工作人員(含建築清潔工),旅行及相關代訂服務業,… ,… ,… ,… 
2014,勞力工,旅行及相關代訂服務業,— ,— ,— ,— 
2014,理貨員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,廚房幫工(含速食烹調),旅行及相關代訂服務業,— ,— ,— ,— 
2014,主管及監督人員,保全及私家偵探服務業,11623,44131,41304,2827
2014,高階主管(總經理及總執行長),保全及私家偵探服務業,571,112013,101350,10663
2014,中階主管(經理),保全及私家偵探服務業,2968,56614,54749,1865
2014,現場及辦公室監督人員(含主任、科/股長),保全及私家偵探服務業,8084,34754,32127,2627
2014,專業人員,保全及私家偵探服務業,547,34883,31171,3712
2014,土木及水利工程師,保全及私家偵探服務業,— ,— ,— ,— 
2014,環境工程師,保全及私家偵探服務業,— ,— ,— ,— 
2014,電機工程師,保全及私家偵探服務業,— ,— ,— ,— 
2014,電子工程師,保全及私家偵探服務業,147,43651,42428,1223
2014,室內設計師,保全及私家偵探服務業,— ,— ,— ,— 
2014,平面及多媒體設計師,保全及私家偵探服務業,— ,— ,— ,— 
2014,產品及服裝設計師(含工業設計),保全及私家偵探服務業,— ,— ,— ,— 
2014,護理人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,藥事人員(含藥師),保全及私家偵探服務業,— ,— ,— ,— 
2014,勞安及衛生管理人員(含工業安全管理師),保全及私家偵探服務業,— ,— ,— ,— 
2014,財務、經濟及投資分析研究人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,專案管理師(含經營管理顧問),保全及私家偵探服務業,— ,— ,— ,— 
2014,人力資源管理師,保全及私家偵探服務業,— ,— ,— ,— 
2014,廣告及行銷專業人員(含企劃),保全及私家偵探服務業,387,31364,26582,4782
2014,資訊系統分析及設計師,保全及私家偵探服務業,… ,… ,… ,… 
2014,軟體開發及程式設計師,保全及私家偵探服務業,— ,— ,— ,— 
2014,資料庫及網路專業人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,編輯、作家及有關撰稿人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,翻譯人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,技術員及助理專業人員,保全及私家偵探服務業,2700,29122,26284,2838
2014,電機技術員,保全及私家偵探服務業,368,28035,27849,186
2014,電子技術員,保全及私家偵探服務業,36,36652,32429,4223
2014,機械技術員(含造船、輪機、鑄造),保全及私家偵探服務業,— ,— ,— ,— 
2014,品管技術員,保全及私家偵探服務業,— ,— ,— ,— 
2014,環境工程技術員,保全及私家偵探服務業,— ,— ,— ,— 
2014,勞安及衛生技術員,保全及私家偵探服務業,… ,… ,… ,… 
2014,信用及貸款人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,工商業銷售代表(含業務員),保全及私家偵探服務業,2161,28402,25064,3338
2014,採購員,保全及私家偵探服務業,— ,— ,— ,— 
2014,會議及活動規劃人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,職業介紹人及承包人,保全及私家偵探服務業,— ,— ,— ,— 
2014,專業秘書,保全及私家偵探服務業,25,47330,45281,2049
2014,法務人員,保全及私家偵探服務業,68,42180,42160,20
2014,資訊管理及維護技術員,保全及私家偵探服務業,38,38347,33681,4666
2014,事務支援人員,保全及私家偵探服務業,3051,31333,28966,2367
2014,總務,保全及私家偵探服務業,101,31431,31287,144
2014,一般辦公室事務人員(含文書),保全及私家偵探服務業,1997,32160,29449,2711
2014,資料輸入人員,保全及私家偵探服務業,29,21754,21649,105
2014,收帳、收費人員(含帳款催收),保全及私家偵探服務業,183,28241,24337,3904
2014,旅遊諮詢人員(含旅行社事務人員),保全及私家偵探服務業,— ,— ,— ,— 
2014,接待員及服務台事務人員,保全及私家偵探服務業,84,27533,25264,2269
2014,總機人員,保全及私家偵探服務業,31,24761,24761,— 
2014,電話及網路客服人員,保全及私家偵探服務業,62,32201,30706,1495
2014,統計調查訪談人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,會計、簿記、出納,保全及私家偵探服務業,332,29792,29338,454
2014,存貨事務人員,保全及私家偵探服務業,… ,… ,… ,… 
2014,人事事務人員,保全及私家偵探服務業,156,29210,28095,1115
2014,其他事務支援人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,服務及銷售工作人員,保全及私家偵探服務業,70405,28858,25738,3120
2014,導遊、領隊及解說員,保全及私家偵探服務業,— ,— ,— ,— 
2014,廚師,保全及私家偵探服務業,— ,— ,— ,— 
2014,餐飲服務人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,按摩師,保全及私家偵探服務業,— ,— ,— ,— 
2014,商店銷售人員(含百貨公司樓管人員),保全及私家偵探服務業,— ,— ,— ,— 
2014,收銀員及售票員,保全及私家偵探服務業,— ,— ,— ,— 
2014,展售說明人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,電話及網路行銷人員,保全及私家偵探服務業,… ,… ,… ,… 
2014,加油站服務員,保全及私家偵探服務業,— ,— ,— ,— 
2014,健康照顧人員(含看護),保全及私家偵探服務業,— ,— ,— ,— 
2014,建築物管理員、保全及警衛人員,保全及私家偵探服務業,70275,28838,25721,3117
2014,技藝、機械設備操作及組裝人員,保全及私家偵探服務業,216,31639,28914,2725
2014,園藝及農牧業生產人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,泥作工作人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,管道裝設人員(含檢修),保全及私家偵探服務業,— ,— ,— ,— 
2014,產業用機器維修人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,精密儀器製造及修理人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,印刷人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,建築物電力系統裝修人員(含水電工),保全及私家偵探服務業,— ,— ,— ,— 
2014,電力機械裝修人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,資(通)訊設備裝修人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,電子設備裝修人員(不含資通訊設備),保全及私家偵探服務業,215,31578,28840,2738
2014,非食品飲料產品分級及檢查人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,消毒及除蟲有關工作人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,水泥相關製品機械操作人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,金屬製造設備操作員(含熔煉、鑄造、輾軋、熱處理、抽製及擠型等),保全及私家偵探服務業,— ,— ,— ,— 
2014,金屬表面處理人員(含電鍍),保全及私家偵探服務業,— ,— ,— ,— 
2014,印刷電路板製造工,保全及私家偵探服務業,— ,— ,— ,— 
2014,半導體製品機械設備操作人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,生產線上組裝(現場)人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,小客、貨車駕駛人員,保全及私家偵探服務業,… ,… ,… ,… 
2014,大客、貨車駕駛人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,推土、吊車、起重機等移運設備操作人員,保全及私家偵探服務業,— ,— ,— ,— 
2014,基層技術工及勞力工,保全及私家偵探服務業,499,21056,20785,271
2014,清潔工作人員(含建築清潔工),保全及私家偵探服務業,499,21056,20785,271
2014,勞力工,保全及私家偵探服務業,— ,— ,— ,— 
2014,理貨員,保全及私家偵探服務業,— ,— ,— ,— 
2014,廚房幫工(含速食烹調),保全及私家偵探服務業,— ,— ,— ,— 
2014,主管及監督人員,建築物及綠化服務業,9083,40026,39268,758
2014,高階主管(總經理及總執行長),建築物及綠化服務業,217,110004,107310,2694
2014,中階主管(經理),建築物及綠化服務業,1045,53878,53029,849
2014,現場及辦公室監督人員(含主任、科/股長),建築物及綠化服務業,7821,36234,35542,692
2014,專業人員,建築物及綠化服務業,209,43738,42288,1450
2014,土木及水利工程師,建築物及綠化服務業,… ,… ,… ,… 
2014,環境工程師,建築物及綠化服務業,— ,— ,— ,— 
2014,電機工程師,建築物及綠化服務業,137,43515,41623,1892
2014,電子工程師,建築物及綠化服務業,16,42068,40632,1436
2014,室內設計師,建築物及綠化服務業,— ,— ,— ,— 
2014,平面及多媒體設計師,建築物及綠化服務業,— ,— ,— ,— 
2014,產品及服裝設計師(含工業設計),建築物及綠化服務業,— ,— ,— ,— 
2014,護理人員,建築物及綠化服務業,— ,— ,— ,— 
2014,藥事人員(含藥師),建築物及綠化服務業,— ,— ,— ,— 
2014,勞安及衛生管理人員(含工業安全管理師),建築物及綠化服務業,… ,… ,… ,… 
2014,財務、經濟及投資分析研究人員,建築物及綠化服務業,— ,— ,— ,— 
2014,專案管理師(含經營管理顧問),建築物及綠化服務業,… ,… ,… ,… 
2014,人力資源管理師,建築物及綠化服務業,17,45530,45455,75
2014,廣告及行銷專業人員(含企劃),建築物及綠化服務業,18,31519,30519,1000
2014,資訊系統分析及設計師,建築物及綠化服務業,… ,… ,… ,… 
2014,軟體開發及程式設計師,建築物及綠化服務業,… ,… ,… ,… 
2014,資料庫及網路專業人員,建築物及綠化服務業,… ,… ,… ,… 
2014,編輯、作家及有關撰稿人員,建築物及綠化服務業,— ,— ,— ,— 
2014,翻譯人員,建築物及綠化服務業,— ,— ,— ,— 
2014,技術員及助理專業人員,建築物及綠化服務業,2341,34051,32288,1763
2014,電機技術員,建築物及綠化服務業,837,33598,31682,1916
2014,電子技術員,建築物及綠化服務業,— ,— ,— ,— 
2014,機械技術員(含造船、輪機、鑄造),建築物及綠化服務業,— ,— ,— ,— 
2014,品管技術員,建築物及綠化服務業,… ,… ,… ,… 
2014,環境工程技術員,建築物及綠化服務業,1109,30844,30484,360
2014,勞安及衛生技術員,建築物及綠化服務業,11,33882,33882,— 
2014,信用及貸款人員,建築物及綠化服務業,— ,— ,— ,— 
2014,工商業銷售代表(含業務員),建築物及綠化服務業,73,49344,36310,13034
2014,採購員,建築物及綠化服務業,42,55548,51007,4541
2014,會議及活動規劃人員,建築物及綠化服務業,— ,— ,— ,— 
2014,職業介紹人及承包人,建築物及綠化服務業,— ,— ,— ,— 
2014,專業秘書,建築物及綠化服務業,132,49919,42543,7376
2014,法務人員,建築物及綠化服務業,6,49102,49102,— 
2014,資訊管理及維護技術員,建築物及綠化服務業,124,31644,31644,— 
2014,事務支援人員,建築物及綠化服務業,3350,30051,29506,545
2014,總務,建築物及綠化服務業,47,30283,30179,104
2014,一般辦公室事務人員(含文書),建築物及綠化服務業,2006,28111,28017,94
2014,資料輸入人員,建築物及綠化服務業,30,27893,27855,38
2014,收帳、收費人員(含帳款催收),建築物及綠化服務業,… ,… ,… ,… 
2014,旅遊諮詢人員(含旅行社事務人員),建築物及綠化服務業,— ,— ,— ,— 
2014,接待員及服務台事務人員,建築物及綠化服務業,330,33951,31440,2511
2014,總機人員,建築物及綠化服務業,7,32189,31593,596
2014,電話及網路客服人員,建築物及綠化服務業,— ,— ,— ,— 
2014,統計調查訪談人員,建築物及綠化服務業,— ,— ,— ,— 
2014,會計、簿記、出納,建築物及綠化服務業,733,32069,31491,578
2014,存貨事務人員,建築物及綠化服務業,… ,… ,… ,… 
2014,人事事務人員,建築物及綠化服務業,186,36380,34550,1830
2014,其他事務支援人員,建築物及綠化服務業,— ,— ,— ,— 
2014,服務及銷售工作人員,建築物及綠化服務業,3281,30814,29878,936
2014,導遊、領隊及解說員,建築物及綠化服務業,— ,— ,— ,— 
2014,廚師,建築物及綠化服務業,— ,— ,— ,— 
2014,餐飲服務人員,建築物及綠化服務業,— ,— ,— ,— 
2014,按摩師,建築物及綠化服務業,… ,… ,… ,… 
2014,商店銷售人員(含百貨公司樓管人員),建築物及綠化服務業,— ,— ,— ,— 
2014,收銀員及售票員,建築物及綠化服務業,— ,— ,— ,— 
2014,展售說明人員,建築物及綠化服務業,— ,— ,— ,— 
2014,電話及網路行銷人員,建築物及綠化服務業,— ,— ,— ,— 
2014,加油站服務員,建築物及綠化服務業,— ,— ,— ,— 
2014,健康照顧人員(含看護),建築物及綠化服務業,— ,— ,— ,— 
2014,建築物管理員、保全及警衛人員,建築物及綠化服務業,3278,30821,29884,937
2014,技藝、機械設備操作及組裝人員,建築物及綠化服務業,1483,34246,32829,1417
2014,園藝及農牧業生產人員,建築物及綠化服務業,— ,— ,— ,— 
2014,泥作工作人員,建築物及綠化服務業,… ,… ,… ,… 
2014,管道裝設人員(含檢修),建築物及綠化服務業,— ,— ,— ,— 
2014,產業用機器維修人員,建築物及綠化服務業,50,28199,28057,142
2014,精密儀器製造及修理人員,建築物及綠化服務業,— ,— ,— ,— 
2014,印刷人員,建築物及綠化服務業,— ,— ,— ,— 
2014,建築物電力系統裝修人員(含水電工),建築物及綠化服務業,420,35043,33829,1214
2014,電力機械裝修人員,建築物及綠化服務業,197,28250,26913,1337
2014,資(通)訊設備裝修人員,建築物及綠化服務業,— ,— ,— ,— 
2014,電子設備裝修人員(不含資通訊設備),建築物及綠化服務業,— ,— ,— ,— 
2014,非食品飲料產品分級及檢查人員,建築物及綠化服務業,— ,— ,— ,— 
2014,消毒及除蟲有關工作人員,建築物及綠化服務業,233,36455,32823,3632
2014,水泥相關製品機械操作人員,建築物及綠化服務業,… ,… ,… ,… 
2014,金屬製造設備操作員(含熔煉、鑄造、輾軋、熱處理、抽製及擠型等),建築物及綠化服務業,— ,— ,— ,— 
2014,金屬表面處理人員(含電鍍),建築物及綠化服務業,— ,— ,— ,— 
2014,印刷電路板製造工,建築物及綠化服務業,— ,— ,— ,— 
2014,半導體製品機械設備操作人員,建築物及綠化服務業,— ,— ,— ,— 
2014,生產線上組裝(現場)人員,建築物及綠化服務業,— ,— ,— ,— 
2014,小客、貨車駕駛人員,建築物及綠化服務業,55,41021,32400,8621
2014,大客、貨車駕駛人員,建築物及綠化服務業,377,37158,37157,1
2014,推土、吊車、起重機等移運設備操作人員,建築物及綠化服務業,… ,… ,… ,… 
2014,基層技術工及勞力工,建築物及綠化服務業,39498,24861,24221,640
2014,清潔工作人員(含建築清潔工),建築物及綠化服務業,37197,24335,23824,511
2014,勞力工,建築物及綠化服務業,2301,33360,30639,2721
2014,理貨員,建築物及綠化服務業,— ,— ,— ,— 
2014,廚房幫工(含速食烹調),建築物及綠化服務業,— ,— ,— ,— 
2014,主管及監督人員,業務及辦公室支援服務業,4779,66115,60834,5281
2014,高階主管(總經理及總執行長),業務及辦公室支援服務業,199,143913,125473,18440
2014,中階主管(經理),業務及辦公室支援服務業,2099,67011,60589,6422
2014,現場及辦公室監督人員(含主任、科/股長),業務及辦公室支援服務業,2481,59116,55857,3259
2014,專業人員,業務及辦公室支援服務業,833,55888,51744,4144
2014,土木及水利工程師,業務及辦公室支援服務業,— ,— ,— ,— 
2014,環境工程師,業務及辦公室支援服務業,— ,— ,— ,— 
2014,電機工程師,業務及辦公室支援服務業,… ,… ,… ,… 
2014,電子工程師,業務及辦公室支援服務業,111,80203,60049,20154
2014,室內設計師,業務及辦公室支援服務業,— ,— ,— ,— 
2014,平面及多媒體設計師,業務及辦公室支援服務業,22,35882,35882,— 
2014,產品及服裝設計師(含工業設計),業務及辦公室支援服務業,— ,— ,— ,— 
2014,護理人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,藥事人員(含藥師),業務及辦公室支援服務業,— ,— ,— ,— 
2014,勞安及衛生管理人員(含工業安全管理師),業務及辦公室支援服務業,— ,— ,— ,— 
2014,財務、經濟及投資分析研究人員,業務及辦公室支援服務業,… ,… ,… ,… 
2014,專案管理師(含經營管理顧問),業務及辦公室支援服務業,… ,… ,… ,… 
2014,人力資源管理師,業務及辦公室支援服務業,26,51403,51403,— 
2014,廣告及行銷專業人員(含企劃),業務及辦公室支援服務業,237,51155,49409,1746
2014,資訊系統分析及設計師,業務及辦公室支援服務業,44,52811,50939,1872
2014,軟體開發及程式設計師,業務及辦公室支援服務業,115,42392,41010,1382
2014,資料庫及網路專業人員,業務及辦公室支援服務業,88,44170,43263,907
2014,編輯、作家及有關撰稿人員,業務及辦公室支援服務業,… ,… ,… ,… 
2014,翻譯人員,業務及辦公室支援服務業,… ,… ,… ,… 
2014,技術員及助理專業人員,業務及辦公室支援服務業,2257,39155,37215,1940
2014,電機技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,電子技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,機械技術員(含造船、輪機、鑄造),業務及辦公室支援服務業,— ,— ,— ,— 
2014,品管技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,環境工程技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,勞安及衛生技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,信用及貸款人員,業務及辦公室支援服務業,217,36960,36162,798
2014,工商業銷售代表(含業務員),業務及辦公室支援服務業,1846,40346,38163,2183
2014,採購員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,會議及活動規劃人員,業務及辦公室支援服務業,… ,… ,… ,… 
2014,職業介紹人及承包人,業務及辦公室支援服務業,— ,— ,— ,— 
2014,專業秘書,業務及辦公室支援服務業,… ,… ,… ,… 
2014,法務人員,業務及辦公室支援服務業,18,40679,37478,3201
2014,資訊管理及維護技術員,業務及辦公室支援服務業,24,40189,35325,4864
2014,事務支援人員,業務及辦公室支援服務業,3215,32328,29696,2632
2014,總務,業務及辦公室支援服務業,157,33068,32775,293
2014,一般辦公室事務人員(含文書),業務及辦公室支援服務業,777,28021,26748,1273
2014,資料輸入人員,業務及辦公室支援服務業,340,21960,20197,1763
2014,收帳、收費人員(含帳款催收),業務及辦公室支援服務業,68,36842,35169,1673
2014,旅遊諮詢人員(含旅行社事務人員),業務及辦公室支援服務業,— ,— ,— ,— 
2014,接待員及服務台事務人員,業務及辦公室支援服務業,… ,… ,… ,… 
2014,總機人員,業務及辦公室支援服務業,… ,… ,… ,… 
2014,電話及網路客服人員,業務及辦公室支援服務業,1399,35461,32649,2812
2014,統計調查訪談人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,會計、簿記、出納,業務及辦公室支援服務業,253,42664,33750,8914
2014,存貨事務人員,業務及辦公室支援服務業,38,43294,31782,11512
2014,人事事務人員,業務及辦公室支援服務業,81,26433,25544,889
2014,其他事務支援人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,服務及銷售工作人員,業務及辦公室支援服務業,399,20232,20232,— 
2014,導遊、領隊及解說員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,廚師,業務及辦公室支援服務業,— ,— ,— ,— 
2014,餐飲服務人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,按摩師,業務及辦公室支援服務業,— ,— ,— ,— 
2014,商店銷售人員(含百貨公司樓管人員),業務及辦公室支援服務業,— ,— ,— ,— 
2014,收銀員及售票員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,展售說明人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,電話及網路行銷人員,業務及辦公室支援服務業,399,20232,20232,— 
2014,加油站服務員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,健康照顧人員(含看護),業務及辦公室支援服務業,— ,— ,— ,— 
2014,建築物管理員、保全及警衛人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,技藝、機械設備操作及組裝人員,業務及辦公室支援服務業,1079,29996,24574,5422
2014,園藝及農牧業生產人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,泥作工作人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,管道裝設人員(含檢修),業務及辦公室支援服務業,— ,— ,— ,— 
2014,產業用機器維修人員,業務及辦公室支援服務業,244,51298,34491,16807
2014,精密儀器製造及修理人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,印刷人員,業務及辦公室支援服務業,814,23632,21483,2149
2014,建築物電力系統裝修人員(含水電工),業務及辦公室支援服務業,— ,— ,— ,— 
2014,電力機械裝修人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,資(通)訊設備裝修人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,電子設備裝修人員(不含資通訊設備),業務及辦公室支援服務業,… ,… ,… ,… 
2014,非食品飲料產品分級及檢查人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,消毒及除蟲有關工作人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,水泥相關製品機械操作人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,金屬製造設備操作員(含熔煉、鑄造、輾軋、熱處理、抽製及擠型等),業務及辦公室支援服務業,— ,— ,— ,— 
2014,金屬表面處理人員(含電鍍),業務及辦公室支援服務業,— ,— ,— ,— 
2014,印刷電路板製造工,業務及辦公室支援服務業,— ,— ,— ,— 
2014,半導體製品機械設備操作人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,生產線上組裝(現場)人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,小客、貨車駕駛人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,大客、貨車駕駛人員,業務及辦公室支援服務業,— ,— ,— ,— 
2014,推土、吊車、起重機等移運設備操作人員,業務及辦公室支援服務業,… ,… ,… ,… 
2014,基層技術工及勞力工,業務及辦公室支援服務業,2292,20775,19588,1187
2014,清潔工作人員(含建築清潔工),業務及辦公室支援服務業,— ,— ,— ,— 
2014,勞力工,業務及辦公室支援服務業,1664,23375,21741,1634
2014,理貨員,業務及辦公室支援服務業,628,13884,13884,— 
2014,廚房幫工(含速食烹調),業務及辦公室支援服務業,— ,— ,— ,— 
