年度,職類別,行業別,受僱員工人數,總薪資,經常性薪資,非經常性薪資
2014,金屬製造設備操作員(含熔煉、鑄造、輾軋、熱處理、抽製及擠型等),支援服務業,… ,… ,… ,… 
2014,金屬表面處理人員(含電鍍),支援服務業,… ,… ,… ,… 
2014,印刷電路板製造工,支援服務業,827,36373,28525,7848
2014,半導體製品機械設備操作人員,支援服務業,147,34823,30434,4389
2014,生產線上組裝(現場)人員,支援服務業,31474,33105,29909,3196
2014,小客、貨車駕駛人員,支援服務業,3860,36041,33707,2334
2014,大客、貨車駕駛人員,支援服務業,748,46815,46815,— 
2014,推土、吊車、起重機等移運設備操作人員,支援服務業,450,40234,33098,7136
2014,基層技術工及勞力工,支援服務業,60162,25959,25395,564
2014,清潔工作人員(含建築清潔工),支援服務業,43282,24806,24353,453
2014,勞力工,支援服務業,11955,29622,28468,1154
2014,理貨員,支援服務業,4757,27110,26993,117
2014,廚房幫工(含速食烹調),支援服務業,168,29820,29820,— 
2014,主管及監督人員,租賃業,2703,58759,51626,7133
2014,高階主管(總經理及總執行長),租賃業,100,91786,84028,7758
2014,中階主管(經理),租賃業,725,77458,75100,2358
2014,現場及辦公室監督人員(含主任、科/股長),租賃業,1878,49780,40838,8942
2014,專業人員,租賃業,161,42575,40060,2515
2014,土木及水利工程師,租賃業,— ,— ,— ,— 
2014,環境工程師,租賃業,— ,— ,— ,— 
2014,電機工程師,租賃業,… ,… ,… ,… 
2014,電子工程師,租賃業,31,37519,36653,866
2014,室內設計師,租賃業,— ,— ,— ,— 
2014,平面及多媒體設計師,租賃業,— ,— ,— ,— 
2014,產品及服裝設計師(含工業設計),租賃業,— ,— ,— ,— 
2014,護理人員,租賃業,— ,— ,— ,— 
2014,藥事人員(含藥師),租賃業,— ,— ,— ,— 
2014,勞安及衛生管理人員(含工業安全管理師),租賃業,— ,— ,— ,— 
2014,財務、經濟及投資分析研究人員,租賃業,— ,— ,— ,— 
2014,專案管理師(含經營管理顧問),租賃業,12,49736,49736,— 
2014,人力資源管理師,租賃業,… ,… ,… ,… 
2014,廣告及行銷專業人員(含企劃),租賃業,19,42938,42893,45
2014,資訊系統分析及設計師,租賃業,— ,— ,— ,— 
2014,軟體開發及程式設計師,租賃業,71,42920,38841,4079
2014,資料庫及網路專業人員,租賃業,12,36621,36621,— 
2014,編輯、作家及有關撰稿人員,租賃業,— ,— ,— ,— 
2014,翻譯人員,租賃業,— ,— ,— ,— 
2014,技術員及助理專業人員,租賃業,1519,49226,38018,11208
2014,電機技術員,租賃業,… ,… ,… ,… 
2014,電子技術員,租賃業,— ,— ,— ,— 
2014,機械技術員(含造船、輪機、鑄造),租賃業,… ,… ,… ,… 
2014,品管技術員,租賃業,— ,— ,— ,— 
2014,環境工程技術員,租賃業,— ,— ,— ,— 
2014,勞安及衛生技術員,租賃業,— ,— ,— ,— 
2014,信用及貸款人員,租賃業,— ,— ,— ,— 
2014,工商業銷售代表(含業務員),租賃業,897,57440,41313,16127
2014,採購員,租賃業,— ,— ,— ,— 
2014,會議及活動規劃人員,租賃業,— ,— ,— ,— 
2014,職業介紹人及承包人,租賃業,— ,— ,— ,— 
2014,專業秘書,租賃業,139,39026,37932,1094
2014,法務人員,租賃業,82,40355,38968,1387
2014,資訊管理及維護技術員,租賃業,33,41435,33734,7701
2014,事務支援人員,租賃業,3588,31532,30843,689
2014,總務,租賃業,163,30346,29651,695
2014,一般辦公室事務人員(含文書),租賃業,1193,34545,33475,1070
2014,資料輸入人員,租賃業,— ,— ,— ,— 
2014,收帳、收費人員(含帳款催收),租賃業,53,36471,34554,1917
2014,旅遊諮詢人員(含旅行社事務人員),租賃業,— ,— ,— ,— 
2014,接待員及服務台事務人員,租賃業,12,13068,13068,— 
2014,總機人員,租賃業,… ,… ,… ,… 
2014,電話及網路客服人員,租賃業,30,37155,34662,2493
2014,統計調查訪談人員,租賃業,— ,— ,— ,— 
2014,會計、簿記、出納,租賃業,1449,30662,30108,554
2014,存貨事務人員,租賃業,558,27506,27487,19
2014,人事事務人員,租賃業,128,30701,29973,728
2014,其他事務支援人員,租賃業,— ,— ,— ,— 
2014,服務及銷售工作人員,租賃業,1821,25539,24563,976
2014,導遊、領隊及解說員,租賃業,— ,— ,— ,— 
2014,廚師,租賃業,— ,— ,— ,— 
2014,餐飲服務人員,租賃業,— ,— ,— ,— 
2014,按摩師,租賃業,— ,— ,— ,— 
2014,商店銷售人員(含百貨公司樓管人員),租賃業,— ,— ,— ,— 
2014,收銀員及售票員,租賃業,1003,22111,20374,1737
2014,展售說明人員,租賃業,767,29090,29090,— 
2014,電話及網路行銷人員,租賃業,24,38533,37647,886
2014,加油站服務員,租賃業,— ,— ,— ,— 
2014,健康照顧人員(含看護),租賃業,— ,— ,— ,— 
2014,建築物管理員、保全及警衛人員,租賃業,27,40456,39958,498
2014,技藝、機械設備操作及組裝人員,租賃業,2522,34802,27451,7351
2014,園藝及農牧業生產人員,租賃業,— ,— ,— ,— 
2014,泥作工作人員,租賃業,— ,— ,— ,— 
2014,管道裝設人員(含檢修),租賃業,— ,— ,— ,— 
2014,產業用機器維修人員,租賃業,435,37234,34642,2592
2014,精密儀器製造及修理人員,租賃業,… ,… ,… ,… 
2014,印刷人員,租賃業,— ,— ,— ,— 
2014,建築物電力系統裝修人員(含水電工),租賃業,— ,— ,— ,— 
2014,電力機械裝修人員,租賃業,— ,— ,— ,— 
2014,資(通)訊設備裝修人員,租賃業,— ,— ,— ,— 
2014,電子設備裝修人員(不含資通訊設備),租賃業,… ,… ,… ,… 
2014,非食品飲料產品分級及檢查人員,租賃業,— ,— ,— ,— 
2014,消毒及除蟲有關工作人員,租賃業,— ,— ,— ,— 
2014,水泥相關製品機械操作人員,租賃業,— ,— ,— ,— 
2014,金屬製造設備操作員(含熔煉、鑄造、輾軋、熱處理、抽製及擠型等),租賃業,— ,— ,— ,— 
2014,金屬表面處理人員(含電鍍),租賃業,— ,— ,— ,— 
2014,印刷電路板製造工,租賃業,— ,— ,— ,— 
2014,半導體製品機械設備操作人員,租賃業,— ,— ,— ,— 
2014,生產線上組裝(現場)人員,租賃業,— ,— ,— ,— 
2014,小客、貨車駕駛人員,租賃業,… ,… ,… ,… 
2014,大客、貨車駕駛人員,租賃業,— ,— ,— ,— 
2014,推土、吊車、起重機等移運設備操作人員,租賃業,134,54837,30874,23963
2014,基層技術工及勞力工,租賃業,1871,25347,25347,— 
2014,清潔工作人員(含建築清潔工),租賃業,— ,— ,— ,— 
2014,勞力工,租賃業,1871,25347,25347,— 
2014,理貨員,租賃業,— ,— ,— ,— 
2014,廚房幫工(含速食烹調),租賃業,— ,— ,— ,— 
2014,主管及監督人員,人力仲介業,1707,53431,53297,134
2014,高階主管(總經理及總執行長),人力仲介業,50,114145,114145,— 
2014,中階主管(經理),人力仲介業,582,54216,53822,394
2014,現場及辦公室監督人員(含主任、科/股長),人力仲介業,1075,50183,50183,— 
2014,專業人員,人力仲介業,1654,28721,27356,1365
2014,土木及水利工程師,人力仲介業,— ,— ,— ,— 
2014,環境工程師,人力仲介業,— ,— ,— ,— 
2014,電機工程師,人力仲介業,— ,— ,— ,— 
2014,電子工程師,人力仲介業,— ,— ,— ,— 
2014,室內設計師,人力仲介業,— ,— ,— ,— 
2014,平面及多媒體設計師,人力仲介業,— ,— ,— ,— 
2014,產品及服裝設計師(含工業設計),人力仲介業,— ,— ,— ,— 
2014,護理人員,人力仲介業,— ,— ,— ,— 
2014,藥事人員(含藥師),人力仲介業,— ,— ,— ,— 
2014,勞安及衛生管理人員(含工業安全管理師),人力仲介業,— ,— ,— ,— 
2014,財務、經濟及投資分析研究人員,人力仲介業,— ,— ,— ,— 
2014,專案管理師(含經營管理顧問),人力仲介業,— ,— ,— ,— 
2014,人力資源管理師,人力仲介業,… ,… ,… ,… 
2014,廣告及行銷專業人員(含企劃),人力仲介業,… ,… ,… ,… 
2014,資訊系統分析及設計師,人力仲介業,— ,— ,— ,— 
2014,軟體開發及程式設計師,人力仲介業,— ,— ,— ,— 
2014,資料庫及網路專業人員,人力仲介業,— ,— ,— ,— 
2014,編輯、作家及有關撰稿人員,人力仲介業,— ,— ,— ,— 
2014,翻譯人員,人力仲介業,1074,27484,25382,2102
2014,技術員及助理專業人員,人力仲介業,5256,41776,36846,4930
2014,電機技術員,人力仲介業,— ,— ,— ,— 
2014,電子技術員,人力仲介業,— ,— ,— ,— 
2014,機械技術員(含造船、輪機、鑄造),人力仲介業,— ,— ,— ,— 
2014,品管技術員,人力仲介業,— ,— ,— ,— 
2014,環境工程技術員,人力仲介業,— ,— ,— ,— 
2014,勞安及衛生技術員,人力仲介業,— ,— ,— ,— 
2014,信用及貸款人員,人力仲介業,— ,— ,— ,— 
2014,工商業銷售代表(含業務員),人力仲介業,1060,40382,36309,4073
2014,採購員,人力仲介業,— ,— ,— ,— 
2014,會議及活動規劃人員,人力仲介業,— ,— ,— ,— 
2014,職業介紹人及承包人,人力仲介業,4196,42129,36982,5147
2014,專業秘書,人力仲介業,— ,— ,— ,— 
2014,法務人員,人力仲介業,— ,— ,— ,— 
2014,資訊管理及維護技術員,人力仲介業,— ,— ,— ,— 
2014,事務支援人員,人力仲介業,13527,33377,30616,2761
2014,總務,人力仲介業,519,24421,24421,— 
2014,一般辦公室事務人員(含文書),人力仲介業,9005,33066,30494,2572
2014,資料輸入人員,人力仲介業,301,30420,30420,— 
2014,收帳、收費人員(含帳款催收),人力仲介業,339,25977,25977,— 
2014,旅遊諮詢人員(含旅行社事務人員),人力仲介業,— ,— ,— ,— 
2014,接待員及服務台事務人員,人力仲介業,… ,… ,… ,… 
2014,總機人員,人力仲介業,… ,… ,… ,… 
2014,電話及網路客服人員,人力仲介業,… ,… ,… ,… 
2014,統計調查訪談人員,人力仲介業,— ,— ,— ,— 
2014,會計、簿記、出納,人力仲介業,1945,35480,32714,2766
2014,存貨事務人員,人力仲介業,— ,— ,— ,— 
2014,人事事務人員,人力仲介業,979,42021,33655,8366
2014,其他事務支援人員,人力仲介業,— ,— ,— ,— 
2014,服務及銷售工作人員,人力仲介業,13,27981,27981,— 
2014,導遊、領隊及解說員,人力仲介業,— ,— ,— ,— 
2014,廚師,人力仲介業,… ,… ,… ,… 
2014,餐飲服務人員,人力仲介業,— ,— ,— ,— 
2014,按摩師,人力仲介業,— ,— ,— ,— 
2014,商店銷售人員(含百貨公司樓管人員),人力仲介業,— ,— ,— ,— 
2014,收銀員及售票員,人力仲介業,— ,— ,— ,— 
2014,展售說明人員,人力仲介業,— ,— ,— ,— 
2014,電話及網路行銷人員,人力仲介業,— ,— ,— ,— 
2014,加油站服務員,人力仲介業,— ,— ,— ,— 
2014,健康照顧人員(含看護),人力仲介業,… ,… ,… ,… 
2014,建築物管理員、保全及警衛人員,人力仲介業,— ,— ,— ,— 
2014,技藝、機械設備操作及組裝人員,人力仲介業,— ,— ,— ,— 
2014,園藝及農牧業生產人員,人力仲介業,— ,— ,— ,— 
2014,泥作工作人員,人力仲介業,— ,— ,— ,— 
2014,管道裝設人員(含檢修),人力仲介業,— ,— ,— ,— 
2014,產業用機器維修人員,人力仲介業,— ,— ,— ,— 
2014,精密儀器製造及修理人員,人力仲介業,— ,— ,— ,— 
2014,印刷人員,人力仲介業,— ,— ,— ,— 
2014,建築物電力系統裝修人員(含水電工),人力仲介業,— ,— ,— ,— 
2014,電力機械裝修人員,人力仲介業,— ,— ,— ,— 
2014,資(通)訊設備裝修人員,人力仲介業,— ,— ,— ,— 
2014,電子設備裝修人員(不含資通訊設備),人力仲介業,— ,— ,— ,— 
2014,非食品飲料產品分級及檢查人員,人力仲介業,— ,— ,— ,— 
2014,消毒及除蟲有關工作人員,人力仲介業,— ,— ,— ,— 
2014,水泥相關製品機械操作人員,人力仲介業,— ,— ,— ,— 
2014,金屬製造設備操作員(含熔煉、鑄造、輾軋、熱處理、抽製及擠型等),人力仲介業,— ,— ,— ,— 
2014,金屬表面處理人員(含電鍍),人力仲介業,— ,— ,— ,— 
2014,印刷電路板製造工,人力仲介業,— ,— ,— ,— 
2014,半導體製品機械設備操作人員,人力仲介業,— ,— ,— ,— 
2014,生產線上組裝(現場)人員,人力仲介業,— ,— ,— ,— 
2014,小客、貨車駕駛人員,人力仲介業,— ,— ,— ,— 
2014,大客、貨車駕駛人員,人力仲介業,— ,— ,— ,— 
2014,推土、吊車、起重機等移運設備操作人員,人力仲介業,— ,— ,— ,— 
2014,基層技術工及勞力工,人力仲介業,… ,… ,… ,… 
2014,清潔工作人員(含建築清潔工),人力仲介業,… ,… ,… ,… 
2014,勞力工,人力仲介業,— ,— ,— ,— 
2014,理貨員,人力仲介業,— ,— ,— ,— 
2014,廚房幫工(含速食烹調),人力仲介業,— ,— ,— ,— 
2014,主管及監督人員,人力供應業,2830,81928,79309,2619
2014,高階主管(總經理及總執行長),人力供應業,268,188779,188710,69
2014,中階主管(經理),人力供應業,740,102988,96363,6625
2014,現場及辦公室監督人員(含主任、科/股長),人力供應業,1822,57658,56291,1367
2014,專業人員,人力供應業,4073,49198,47535,1663
2014,土木及水利工程師,人力供應業,… ,… ,… ,… 
2014,環境工程師,人力供應業,… ,… ,… ,… 
2014,電機工程師,人力供應業,1303,53178,49470,3708
2014,電子工程師,人力供應業,54,69941,56686,13255
2014,室內設計師,人力供應業,… ,… ,… ,… 
2014,平面及多媒體設計師,人力供應業,… ,… ,… ,… 
2014,產品及服裝設計師(含工業設計),人力供應業,… ,… ,… ,… 
2014,護理人員,人力供應業,… ,… ,… ,… 
2014,藥事人員(含藥師),人力供應業,… ,… ,… ,… 
2014,勞安及衛生管理人員(含工業安全管理師),人力供應業,… ,… ,… ,… 
2014,財務、經濟及投資分析研究人員,人力供應業,— ,— ,— ,— 
2014,專案管理師(含經營管理顧問),人力供應業,228,51064,51057,7
2014,人力資源管理師,人力供應業,200,43542,42329,1213
2014,廣告及行銷專業人員(含企劃),人力供應業,649,34919,34507,412
2014,資訊系統分析及設計師,人力供應業,128,54945,54945,— 
2014,軟體開發及程式設計師,人力供應業,478,44210,44086,124
2014,資料庫及網路專業人員,人力供應業,191,42120,41579,541
2014,編輯、作家及有關撰稿人員,人力供應業,— ,— ,— ,— 
2014,翻譯人員,人力供應業,65,39896,39814,82
2014,技術員及助理專業人員,人力供應業,3554,41515,40024,1491
2014,電機技術員,人力供應業,22,38822,36204,2618
2014,電子技術員,人力供應業,256,33229,32525,704
2014,機械技術員(含造船、輪機、鑄造),人力供應業,131,43958,35713,8245
2014,品管技術員,人力供應業,— ,— ,— ,— 
2014,環境工程技術員,人力供應業,— ,— ,— ,— 
2014,勞安及衛生技術員,人力供應業,— ,— ,— ,— 
2014,信用及貸款人員,人力供應業,— ,— ,— ,— 
2014,工商業銷售代表(含業務員),人力供應業,2461,44508,43235,1273
2014,採購員,人力供應業,— ,— ,— ,— 
2014,會議及活動規劃人員,人力供應業,— ,— ,— ,— 
2014,職業介紹人及承包人,人力供應業,23,41619,40810,809
2014,專業秘書,人力供應業,… ,… ,… ,… 
2014,法務人員,人力供應業,… ,… ,… ,… 
2014,資訊管理及維護技術員,人力供應業,653,32824,31708,1116
2014,事務支援人員,人力供應業,28591,34846,33165,1681
2014,總務,人力供應業,1546,37246,37170,76
2014,一般辦公室事務人員(含文書),人力供應業,14733,34453,33701,752
2014,資料輸入人員,人力供應業,2106,27680,27093,587
2014,收帳、收費人員(含帳款催收),人力供應業,2555,42957,31635,11322
2014,旅遊諮詢人員(含旅行社事務人員),人力供應業,— ,— ,— ,— 
2014,接待員及服務台事務人員,人力供應業,1334,30339,29931,408
2014,總機人員,人力供應業,1040,28885,28825,60
2014,電話及網路客服人員,人力供應業,1509,35447,34028,1419
2014,統計調查訪談人員,人力供應業,… ,… ,… ,… 
2014,會計、簿記、出納,人力供應業,1423,35451,35044,407
2014,存貨事務人員,人力供應業,198,33190,33190,— 
2014,人事事務人員,人力供應業,2092,38249,36708,1541
2014,其他事務支援人員,人力供應業,19,40340,40340,— 
2014,服務及銷售工作人員,人力供應業,7229,33069,30363,2706
2014,導遊、領隊及解說員,人力供應業,— ,— ,— ,— 
2014,廚師,人力供應業,— ,— ,— ,— 
2014,餐飲服務人員,人力供應業,… ,… ,… ,… 
2014,按摩師,人力供應業,— ,— ,— ,— 
2014,商店銷售人員(含百貨公司樓管人員),人力供應業,1421,33902,33172,730
2014,收銀員及售票員,人力供應業,… ,… ,… ,… 
2014,展售說明人員,人力供應業,957,36254,33644,2610
2014,電話及網路行銷人員,人力供應業,623,40965,31922,9043
2014,加油站服務員,人力供應業,1513,27626,27562,64
2014,健康照顧人員(含看護),人力供應業,1368,35769,31645,4124
2014,建築物管理員、保全及警衛人員,人力供應業,… ,… ,… ,… 
2014,技藝、機械設備操作及組裝人員,人力供應業,49083,33822,30827,2995
2014,園藝及農牧業生產人員,人力供應業,… ,… ,… ,… 
2014,泥作工作人員,人力供應業,— ,— ,— ,— 
2014,管道裝設人員(含檢修),人力供應業,… ,… ,… ,… 
2014,產業用機器維修人員,人力供應業,— ,— ,— ,— 
2014,精密儀器製造及修理人員,人力供應業,— ,— ,— ,— 
2014,印刷人員,人力供應業,— ,— ,— ,— 
2014,建築物電力系統裝修人員(含水電工),人力供應業,87,38360,37375,985
2014,電力機械裝修人員,人力供應業,1749,31538,30928,610
2014,資(通)訊設備裝修人員,人力供應業,2302,38995,38174,821
2014,電子設備裝修人員(不含資通訊設備),人力供應業,8771,33333,29356,3977
2014,非食品飲料產品分級及檢查人員,人力供應業,… ,… ,… ,… 
2014,消毒及除蟲有關工作人員,人力供應業,— ,— ,— ,— 
2014,水泥相關製品機械操作人員,人力供應業,— ,— ,— ,— 
2014,金屬製造設備操作員(含熔煉、鑄造、輾軋、熱處理、抽製及擠型等),人力供應業,… ,… ,… ,… 
2014,金屬表面處理人員(含電鍍),人力供應業,… ,… ,… ,… 
2014,印刷電路板製造工,人力供應業,827,36373,28525,7848
2014,半導體製品機械設備操作人員,人力供應業,147,34823,30434,4389
2014,生產線上組裝(現場)人員,人力供應業,31474,33105,29909,3196
2014,小客、貨車駕駛人員,人力供應業,2977,36045,36045,— 
2014,大客、貨車駕駛人員,人力供應業,371,56630,56630,— 
2014,推土、吊車、起重機等移運設備操作人員,人力供應業,… ,… ,… ,… 
2014,基層技術工及勞力工,人力供應業,15994,29640,29275,365
2014,清潔工作人員(含建築清潔工),人力供應業,5578,28283,28199,84
2014,勞力工,人力供應業,6119,31222,30435,787
2014,理貨員,人力供應業,4129,29122,28987,135
2014,廚房幫工(含速食烹調),人力供應業,168,29820,29820,— 
2014,主管及監督人員,旅行及相關代訂服務業,4931,54679,52488,2191
2014,高階主管(總經理及總執行長),旅行及相關代訂服務業,332,101441,101412,29
2014,中階主管(經理),旅行及相關代訂服務業,1350,59083,58700,383
2014,現場及辦公室監督人員(含主任、科/股長),旅行及相關代訂服務業,3249,48070,44907,3163
2014,專業人員,旅行及相關代訂服務業,284,39546,38612,934
2014,土木及水利工程師,旅行及相關代訂服務業,— ,— ,— ,— 
2014,環境工程師,旅行及相關代訂服務業,— ,— ,— ,— 
2014,電機工程師,旅行及相關代訂服務業,— ,— ,— ,— 
2014,電子工程師,旅行及相關代訂服務業,— ,— ,— ,— 
2014,室內設計師,旅行及相關代訂服務業,— ,— ,— ,— 
2014,平面及多媒體設計師,旅行及相關代訂服務業,32,31679,31679,— 
2014,產品及服裝設計師(含工業設計),旅行及相關代訂服務業,— ,— ,— ,— 
2014,護理人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,藥事人員(含藥師),旅行及相關代訂服務業,— ,— ,— ,— 
2014,勞安及衛生管理人員(含工業安全管理師),旅行及相關代訂服務業,— ,— ,— ,— 
2014,財務、經濟及投資分析研究人員,旅行及相關代訂服務業,… ,… ,… ,… 
2014,專案管理師(含經營管理顧問),旅行及相關代訂服務業,10,45710,45682,28
2014,人力資源管理師,旅行及相關代訂服務業,… ,… ,… ,… 
2014,廣告及行銷專業人員(含企劃),旅行及相關代訂服務業,157,37081,35393,1688
2014,資訊系統分析及設計師,旅行及相關代訂服務業,34,45073,45073,— 
2014,軟體開發及程式設計師,旅行及相關代訂服務業,16,48417,48417,— 
2014,資料庫及網路專業人員,旅行及相關代訂服務業,26,46357,46357,— 
2014,編輯、作家及有關撰稿人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,翻譯人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,技術員及助理專業人員,旅行及相關代訂服務業,2013,35314,33974,1340
2014,電機技術員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,電子技術員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,機械技術員(含造船、輪機、鑄造),旅行及相關代訂服務業,— ,— ,— ,— 
2014,品管技術員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,環境工程技術員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,勞安及衛生技術員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,信用及貸款人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,工商業銷售代表(含業務員),旅行及相關代訂服務業,1934,34993,33629,1364
2014,採購員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,會議及活動規劃人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,職業介紹人及承包人,旅行及相關代訂服務業,— ,— ,— ,— 
2014,專業秘書,旅行及相關代訂服務業,22,49522,49323,199
2014,法務人員,旅行及相關代訂服務業,23,50162,50129,33
2014,資訊管理及維護技術員,旅行及相關代訂服務業,34,34355,32739,1616
2014,事務支援人員,旅行及相關代訂服務業,18716,34866,33356,1510
2014,總務,旅行及相關代訂服務業,206,37691,35189,2502
2014,一般辦公室事務人員(含文書),旅行及相關代訂服務業,1760,31459,30961,498
2014,資料輸入人員,旅行及相關代訂服務業,441,27838,27089,749
2014,收帳、收費人員(含帳款催收),旅行及相關代訂服務業,540,35000,34756,244
2014,旅遊諮詢人員(含旅行社事務人員),旅行及相關代訂服務業,12831,35355,33465,1890
2014,接待員及服務台事務人員,旅行及相關代訂服務業,749,35703,35680,23
2014,總機人員,旅行及相關代訂服務業,104,32731,32050,681
2014,電話及網路客服人員,旅行及相關代訂服務業,332,37831,37810,21
2014,統計調查訪談人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,會計、簿記、出納,旅行及相關代訂服務業,1684,35254,34079,1175
2014,存貨事務人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,人事事務人員,旅行及相關代訂服務業,69,36808,35520,1288
2014,其他事務支援人員,旅行及相關代訂服務業,— ,— ,— ,— 
2014,服務及銷售工作人員,旅行及相關代訂服務業,2365,37487,34238,3249
2014,導遊、領隊及解說員,旅行及相關代訂服務業,2069,36103,34319,1784
2014,廚師,旅行及相關代訂服務業,— ,— ,— ,— 
