年度,職類別,行業別,受僱員工人數,總薪資,經常性薪資,非經常性薪資
2015,電力機械裝修人員,建築物及綠化服務業,327,35843,32019,3824
2015,資(通)訊設備裝修人員,建築物及綠化服務業,… ,… ,… ,… 
2015,電子設備裝修人員(不含資通訊設備),建築物及綠化服務業,— ,— ,— ,— 
2015,非食品飲料產品分級及檢查人員,建築物及綠化服務業,— ,— ,— ,— 
2015,消毒及除蟲有關工作人員,建築物及綠化服務業,… ,… ,… ,… 
2015,金屬製造設備操作員(含熔煉、鑄造、輾軋、熱處理、抽製及擠型等),建築物及綠化服務業,— ,— ,— ,— 
2015,印刷電路板製造工,建築物及綠化服務業,— ,— ,— ,— 
2015,化學產品機械操作員(不含藥品、化妝品及照相產品),建築物及綠化服務業,— ,— ,— ,— 
2015,包裝機械操作人員,建築物及綠化服務業,— ,— ,— ,— 
2015,生產線上組裝(現場)人員,建築物及綠化服務業,148,35113,27048,8065
2015,機車送件駕駛人員,建築物及綠化服務業,— ,— ,— ,— 
2015,小客、貨車駕駛人員,建築物及綠化服務業,104,33392,27261,6131
2015,大客、貨車駕駛人員,建築物及綠化服務業,171,41603,35964,5639
2015,推土、吊車、起重機等移運設備操作人員,建築物及綠化服務業,… ,… ,… ,… 
2015,基層技術工及勞力工,建築物及綠化服務業,41428,25701,24737,964
2015,清潔工作人員(含建築清潔工),建築物及綠化服務業,36891,25153,24360,793
2015,勞力工,建築物及綠化服務業,4387,29859,27872,1987
2015,理貨員,建築物及綠化服務業,— ,— ,— ,— 
2015,廚房幫工(含速食烹調),建築物及綠化服務業,134,40128,25760,14368
2015,抄表員及自動販賣機收款員,建築物及綠化服務業,— ,— ,— ,— 
2015,停車場管理工,建築物及綠化服務業,… ,… ,… ,… 
2015,主管及監督人員,業務及辦公室支援服務業,1454,95766,85197,10569
2015,高階主管(總經理及總執行長),業務及辦公室支援服務業,122,187410,181301,6109
2015,中階主管(經理),業務及辦公室支援服務業,493,105137,95552,9585
2015,現場及辦公室監督人員(含主任、科/股長),業務及辦公室支援服務業,839,76935,65139,11796
2015,專業人員,業務及辦公室支援服務業,613,64167,59384,4783
2015,土木及水利工程師,業務及辦公室支援服務業,— ,— ,— ,— 
2015,電機工程師,業務及辦公室支援服務業,— ,— ,— ,— 
2015,電子工程師,業務及辦公室支援服務業,— ,— ,— ,— 
2015,電信工程師,業務及辦公室支援服務業,— ,— ,— ,— 
2015,平面及多媒體設計師,業務及辦公室支援服務業,18,66299,52243,14056
2015,護理人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,勞安及衛生管理人員(含工業安全管理師),業務及辦公室支援服務業,— ,— ,— ,— 
2015,會(審)計師(含會計稽核),業務及辦公室支援服務業,… ,… ,… ,… 
2015,風險控管人員,業務及辦公室支援服務業,… ,… ,… ,… 
2015,財務、經濟及投資分析研究人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,專案管理師(含經營管理顧問),業務及辦公室支援服務業,40,40549,39348,1201
2015,人力資源管理師,業務及辦公室支援服務業,… ,… ,… ,… 
2015,廣告及行銷專業人員(含企劃),業務及辦公室支援服務業,310,55505,55122,383
2015,公關專業人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,資訊系統分析及設計師,業務及辦公室支援服務業,43,70872,70872,— 
2015,軟體開發及程式設計師,業務及辦公室支援服務業,88,60119,39470,20649
2015,資料庫及網路專業人員,業務及辦公室支援服務業,41,83363,66560,16803
2015,編輯、作家及有關撰稿人員,業務及辦公室支援服務業,40,65184,65184,— 
2015,翻譯人員,業務及辦公室支援服務業,… ,… ,… ,… 
2015,技術員及助理專業人員,業務及辦公室支援服務業,2166,64047,50704,13343
2015,營建工程技術員(含建築、土木、景觀、測量、水利),業務及辦公室支援服務業,— ,— ,— ,— 
2015,電機技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,電子技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,機械技術員(含造船、輪機、鑄造),業務及辦公室支援服務業,— ,— ,— ,— 
2015,品管技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,環境工程技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,石油及天然氣精煉設備操作員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,勞安及衛生技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,信用及貸款人員,業務及辦公室支援服務業,171,39397,38709,688
2015,會計助理員,業務及辦公室支援服務業,6,63117,63117,— 
2015,統計及精算助理專業人員,業務及辦公室支援服務業,… ,… ,… ,… 
2015,承銷人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,工商業銷售代表(含業務員),業務及辦公室支援服務業,169,80395,66569,13826
2015,採購員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,會議及活動規劃人員,業務及辦公室支援服務業,960,75399,48105,27294
2015,職業介紹人及承包人,業務及辦公室支援服務業,— ,— ,— ,— 
2015,專業秘書,業務及辦公室支援服務業,11,49614,49614,— 
2015,法務人員,業務及辦公室支援服務業,27,46383,44786,1597
2015,資訊管理及維護技術員,業務及辦公室支援服務業,817,53419,53173,246
2015,廣播及視聽技術員(含放映員),業務及辦公室支援服務業,— ,— ,— ,— 
2015,電信技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,事務支援人員,業務及辦公室支援服務業,6935,35436,32369,3067
2015,總務,業務及辦公室支援服務業,280,34884,34883,1
2015,一般辦公室事務人員(含文書),業務及辦公室支援服務業,2720,35846,34129,1717
2015,資料輸入人員,業務及辦公室支援服務業,866,28551,26111,2440
2015,收帳、收費人員(含帳款催收),業務及辦公室支援服務業,190,49108,48308,800
2015,旅遊諮詢人員(含旅行社事務人員),業務及辦公室支援服務業,— ,— ,— ,— 
2015,接待員及服務台事務人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,總機人員,業務及辦公室支援服務業,316,31064,31064,— 
2015,電話及網路客服人員,業務及辦公室支援服務業,1708,34261,26890,7371
2015,統計調查訪談人員,業務及辦公室支援服務業,… ,… ,… ,… 
2015,會計、簿記、出納,業務及辦公室支援服務業,496,42326,40659,1667
2015,存貨事務人員,業務及辦公室支援服務業,… ,… ,… ,… 
2015,人事事務人員,業務及辦公室支援服務業,282,40456,39240,1216
2015,郵件處理及投遞人員,業務及辦公室支援服務業,… ,… ,… ,… 
2015,服務及銷售工作人員,業務及辦公室支援服務業,3053,36424,29895,6529
2015,隨車、船、飛機服務人員(含空服員),業務及辦公室支援服務業,— ,— ,— ,— 
2015,導遊、領隊及解說員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,廚師,業務及辦公室支援服務業,— ,— ,— ,— 
2015,餐飲服務人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,按摩師,業務及辦公室支援服務業,— ,— ,— ,— 
2015,商店銷售人員(含百貨公司樓管人員),業務及辦公室支援服務業,382,28642,28642,— 
2015,收銀員及售票員,業務及辦公室支援服務業,… ,… ,… ,… 
2015,展售說明人員,業務及辦公室支援服務業,1182,29044,29044,— 
2015,電話及網路行銷人員,業務及辦公室支援服務業,1144,50118,32694,17424
2015,加油站服務員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,健康照顧人員(含看護),業務及辦公室支援服務業,— ,— ,— ,— 
2015,建築物管理員、保全及警衛人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,救生員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,技藝、機械設備操作及組裝人員,業務及辦公室支援服務業,1232,25347,24166,1181
2015,園藝及農牧業生產人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,泥作工作人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,空調及冷凍機械裝修人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,產業用機器維修人員,業務及辦公室支援服務業,… ,… ,… ,… 
2015,印刷人員,業務及辦公室支援服務業,673,24063,23285,778
2015,建築物電力系統裝修人員(含水電工),業務及辦公室支援服務業,— ,— ,— ,— 
2015,電力機械裝修人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,資(通)訊設備裝修人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,電子設備裝修人員(不含資通訊設備),業務及辦公室支援服務業,— ,— ,— ,— 
2015,非食品飲料產品分級及檢查人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,消毒及除蟲有關工作人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,金屬製造設備操作員(含熔煉、鑄造、輾軋、熱處理、抽製及擠型等),業務及辦公室支援服務業,— ,— ,— ,— 
2015,印刷電路板製造工,業務及辦公室支援服務業,— ,— ,— ,— 
2015,化學產品機械操作員(不含藥品、化妝品及照相產品),業務及辦公室支援服務業,— ,— ,— ,— 
2015,包裝機械操作人員,業務及辦公室支援服務業,552,26416,24907,1509
2015,生產線上組裝(現場)人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,機車送件駕駛人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,小客、貨車駕駛人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,大客、貨車駕駛人員,業務及辦公室支援服務業,— ,— ,— ,— 
2015,推土、吊車、起重機等移運設備操作人員,業務及辦公室支援服務業,… ,… ,… ,… 
2015,基層技術工及勞力工,業務及辦公室支援服務業,75,26240,26240,— 
2015,清潔工作人員(含建築清潔工),業務及辦公室支援服務業,— ,— ,— ,— 
2015,勞力工,業務及辦公室支援服務業,20,22563,22563,— 
2015,理貨員,業務及辦公室支援服務業,39,27804,27804,— 
2015,廚房幫工(含速食烹調),業務及辦公室支援服務業,— ,— ,— ,— 
2015,抄表員及自動販賣機收款員,業務及辦公室支援服務業,… ,… ,… ,… 
2015,停車場管理工,業務及辦公室支援服務業,— ,— ,— ,— 
